PF,S_AST,S_TOV,S_BLK,game_count,FG_PCT_O,REB_O,PF_O,PTS_S_O,O_FGA_S_O,O_TRB_S_O,O_WIN_PCT,avg_conf_rank_ratio,matchtup_rank,wins_rank,PC4,game_series_away_D,conf_rank_wins_in_row_B,matchup_wins,stage,PC2,opp_game_vs_season,game_vs_opp_season,matchup_REB_r_s,MCA_0
23.0,27.90277777777778,16.791666666666668,4.472222222222222,6,0.476,48.0,22.0,87.8,77.8,40.6,0.476,0.6473214285714286,492.7575,61.23401871576773,4.131436923507533,1,0,2.727272727272727,2,-3.3951497382110194,10,3,49.0,0.10137723005249231
27.0,23.25,14.055555555555555,4.861111111111111,4,0.529,35.0,22.0,94.8,87.4,42.3,0.659,0.5117647058823529,109.07383333333333,52.41241452319315,3.0387920973780136,0,0,0.6666666666666666,1,-3.79939159735289,11,5,38.75,-0.6355999137437869
20.0,25.666666666666668,14.75,4.819444444444445,4,0.522,27.0,26.0,104.4,82.0,40.2,0.622,1.349668608154248,223.4904230769231,53.5,-0.7378592966365414,0,1,1.3557692307692308,1,0.7408974904381579,10,8,39.25,-0.37763490276986106
24.0,22.93055555555556,17.180555555555557,6.194444444444445,6,0.5,38.0,19.0,92.3,83.5,43.5,0.463,1.1101123595505618,79.0030769230769,92.0,1.732474524693114,0,0,0.5384615384615384,1,0.7746289424600488,10,10,35.0,0.31210986367203114
25.0,26.5,15.319444444444445,5.833333333333333,21,0.418,44.0,24.0,99.3,82.7,42.1,0.585,1.6725105932203392,604.5578666666668,99.0,1.38821146661943,0,0,3.2,4,6.694270217003066,9,8,44.333333333333336,0.8654888765519003
23.0,29.166666666666668,17.02777777777778,6.75,9,0.471,43.0,22.0,99.2,82.1,41.0,0.585,0.5632043116119549,152.56434375,46.0,5.416581120274629,0,0,0.875,2,-3.3666929517875386,5,7,42.5,-0.2909179056570084
16.0,27.08333333333333,18.18055555555556,6.472222222222222,7,0.513,40.0,25.0,106.9,75.5,37.0,0.817,1.6623207301173402,303.85900000000004,53.8492424049175,-5.915691719508058,0,0,2.0,2,-3.4892003147799273,9,14,43.25,-0.24576563553781366
21.0,26.05555555555556,16.055555555555557,7.638888888888889,4,0.519,43.0,24.0,100.4,80.9,40.1,0.805,0.8666135708436626,132.66965104166667,33.4350288425444,0.7683539662394647,0,0,0.7847222222222222,1,-9.4637665316672,5,5,44.75,-0.7261808536585384
27.0,25.13888888888889,18.01388888888889,5.875,7,0.36,44.0,19.0,100.4,76.6,41.3,0.537,1.2570621468926555,137.174375,65.5,-3.2885638280411267,0,0,0.7738095238095238,1,-2.261570803067121,10,10,46.5,-0.31832127425324663
22.0,32.958333333333336,17.291666666666668,6.916666666666667,2,0.357,51.0,28.0,104.1,85.1,44.6,0.5,1.4289651371089982,257.2137391304347,113.0,-1.5551908825606282,0,0,1.565217391304348,1,12.451556752729891,8,14,40.66666666666666,0.9367945545089398
24.0,23.72222222222222,14.59722222222222,4.694444444444445,2,0.457,41.0,21.0,109.9,91.6,45.4,0.573,1.1061414462481554,89.6934358974359,72.64823227814082,-1.2834414302087145,0,1,0.5641025641025641,1,1.9122874244257855,8,11,43.25,0.012439598733443104
30.0,24.08333333333333,15.875,4.861111111111111,7,0.568,31.0,23.0,96.9,87.1,45.9,0.659,0.9072781655034896,179.44076302083332,47.008401285415225,0.5425073385054575,0,0,1.1770833333333333,1,-3.8409293645266116,8,10,48.5,-0.5444590924613616
24.0,25.58333333333333,15.944444444444445,5.180555555555555,13,0.595,37.0,21.0,100.4,88.3,43.6,0.537,0.7859404800460614,193.2927931034483,68.89087296526012,2.2568245305616856,0,0,1.1896551724137931,3,-0.8150661427328573,6,9,43.5,0.3039931467405367
19.0,29.09722222222222,15.02777777777778,6.180555555555555,5,0.533,45.0,20.0,106.6,89.7,44.8,0.707,0.5931563190733331,99.25166666666664,31.874507866387543,3.8502240792221794,0,0,0.5166666666666666,1,-8.179220010035365,4,1,42.0,-0.5198814586502482
16.0,27.13888888888889,15.90277777777778,4.888888888888889,9,0.41,44.0,20.0,96.0,84.0,41.5,0.585,0.6856132373373752,476.72175000000004,61.90896534380867,-0.3347680775463644,0,1,3.0,2,3.282339042767886,11,3,38.5,0.03695267421246478
27.0,30.38888888888889,16.444444444444443,7.194444444444445,2,0.505,43.0,30.0,105.0,78.4,40.3,0.683,1.0523809523809524,240.7209807692308,48.45365597551247,2.0295029800500126,1,0,1.4134615384615385,1,1.9661708002017928,5,7,49.66666666666666,-0.18042685111092555
17.0,24.38888888888889,13.180555555555555,4.097222222222222,15,0.551,43.0,16.0,107.8,86.8,42.7,0.583,0.6880663492551068,248.76217708333334,72.0,2.920997829769966,1,1,1.5416666666666667,3,-0.04039085275274005,6,8,45.25,0.24866494388790072
20.0,26.55555555555556,16.805555555555557,5.805555555555555,10,0.45,43.0,14.0,105.3,81.6,39.5,0.61,1.0523809523809524,225.71284615384616,58.17691453623979,-1.6225615853004987,0,0,1.4134615384615385,2,3.9085692739349436,7,7,42.66666666666666,0.10239268377611167
18.0,20.45833333333333,15.444444444444445,6.777777777777778,19,0.436,45.0,25.0,93.1,79.6,38.8,0.598,0.7698744769874477,407.27458333333334,72.42640687119285,-0.43259915037078955,0,0,2.3333333333333335,4,3.9219334543866027,9,7,47.5,0.36355587966261477
20.0,28.666666666666668,16.38888888888889,5.833333333333333,21,0.529,38.0,20.0,97.6,79.0,40.3,0.598,1.176054071451561,676.263,92.0,5.102786080227868,0,0,4.0,4,7.034953808906919,11,6,44.75,1.1543751606376333
15.0,22.125,15.86111111111111,6.097222222222222,15,0.489,33.0,19.0,94.4,78.6,38.9,0.5,0.5301125204207126,449.7795,71.06366588218792,0.6854008036944128,1,0,3.0,3,4.019865553485533,13,8,41.5,0.3419433372334453
19.0,24.59722222222222,16.833333333333332,3.9444444444444446,12,0.392,37.0,21.0,94.5,76.5,41.3,0.573,0.5374203821656051,130.54662132352942,59.0,-1.574224064566249,0,0,0.8602941176470589,2,-3.6139661546205377,10,9,41.25,-0.3414214946641459
26.0,18.444444444444443,14.666666666666666,3.8333333333333335,2,0.486,38.0,17.0,94.7,79.8,39.8,0.697,0.7192619851792105,142.33776136363636,42.60672102833218,3.6373570107466913,1,0,0.9545454545454546,1,-6.982845988228403,10,5,39.25,-0.7089623227891043
19.0,26.61111111111111,15.63888888888889,4.333333333333333,11,0.467,41.0,28.0,109.9,85.6,42.4,0.585,1.1189253153322753,336.4973333333333,50.0,-0.44910051904339415,0,0,2.0,2,-2.232252104738741,8,7,40.333333333333336,0.23523184209285208
12.0,25.47222222222222,13.819444444444445,4.638888888888889,8,0.362,50.0,22.0,114.2,91.3,43.1,0.556,1.4218051831992848,267.62014285714287,77.0,-0.8720911534786394,0,0,1.7142857142857142,2,1.1595915773174374,8,6,42.5,0.17936136408490744
20.0,29.069444444444443,15.65277777777778,7.027777777777778,3,0.45,56.0,22.0,112.5,85.4,41.2,0.659,0.9127906976744187,38.02225,42.37117307087384,1.7997541513514388,0,0,0.25,1,-6.098558575562756,8,3,37.0,-0.6746166965268589
18.0,23.86111111111111,14.375,4.680555555555555,10,0.402,36.0,17.0,90.6,80.5,40.8,0.671,1.8621794871794872,257.01685714285713,74.33161507461904,-3.3437120048170663,1,1,1.7142857142857142,2,3.486057918900135,14,10,41.5,0.14207703167068286
19.0,23.08333333333333,16.083333333333332,4.930555555555555,13,0.357,45.0,23.0,94.4,83.2,41.5,0.659,0.6536660061250225,194.88927573529412,51.70232056149777,-2.843266053669046,0,1,1.1911764705882353,2,0.8852867239024833,9,6,38.75,-0.3309916908098939
21.0,24.22222222222222,14.708333333333334,4.777777777777778,5,0.423,37.0,24.0,100.0,83.4,41.5,0.744,0.49222447599729546,89.3200546875,55.252472339396775,-3.2916992687607523,1,1,0.609375,1,-5.619940283692824,11,12,43.5,-0.7445043755364464
24.0,28.25,16.555555555555557,6.347222222222222,5,0.389,47.0,23.0,95.2,77.4,38.2,0.573,1.1336032388663966,135.5083125,77.7193000900063,-1.8735696291924155,0,0,0.75,1,5.389496803148917,8,11,49.0,0.2982918189996506
23.75,25.27777777777778,17.458333333333332,6.833333333333333,1,0.4659999999999999,35.25,23.0,100.9,77.2,40.0,0.598,1.4056966897613548,115.07545,69.18376618407356,0.01020242923371866,0,0,0.7,1,-0.32952330750246805,11,7,40.75,0.1477680552248343
20.5,28.01388888888889,13.5,4.833333333333333,1,0.512,39.25,21.5,112.4,84.0,41.7,0.646,0.7132959531109718,62.42354166666668,38.333333333333336,0.5945357483713196,0,0,0.4166666666666667,1,-6.509880754587883,9,4,41.0,-0.6886656381957696
12.0,22.76388888888889,15.86111111111111,5.972222222222222,4,0.439,34.0,20.0,94.6,81.0,42.5,0.5,1.497565453384419,121.83918750000001,77.01219330881975,0.1315729756047199,0,0,0.84375,1,5.417482919213028,10,9,35.666666666666664,0.20888449510119372
17.0,26.27777777777778,15.11111111111111,4.611111111111111,2,0.474,37.0,23.0,109.1,88.5,45.2,0.616,1.262883537570058,340.97530926724136,48.677398201998145,-2.4190295896648757,1,1,2.1594827586206895,1,-0.7531809828026657,8,10,42.0,-0.30297791444820144
19.33333333333333,23.65277777777778,14.208333333333334,5.152777777777778,1,0.441,47.0,16.0,107.2,88.7,44.7,0.528,1.0899659863945579,126.06120000000001,96.0,-1.2257176934845513,0,1,0.8,1,4.433757684269262,7,15,44.5,0.04801377453831485
18.0,22.43055555555556,15.125,4.055555555555555,3,0.457,41.0,19.0,108.8,86.5,42.6,0.63,0.7107323232323233,133.04008413461537,51.96292478040998,-5.1102841621918635,0,1,0.7211538461538461,1,-1.4636334519132401,9,10,50.0,-0.5772000278724658
25.0,22.65277777777778,17.416666666666668,5.680555555555555,2,0.425,33.0,26.0,92.0,75.9,41.3,0.598,0.9845021309569932,122.61016666666667,50.738179909018385,-2.5213150900278922,1,1,0.6666666666666666,1,-2.982353626156396,13,7,46.75,-0.7316680829684541
21.0,23.01388888888889,14.555555555555555,5.222222222222222,3,0.556,40.0,25.0,96.5,78.2,41.9,0.524,0.7132959531109718,79.88416666666667,45.5,2.1781828747330674,0,0,0.4166666666666667,1,-6.061297950374548,7,4,44.66666666666666,-0.5309483126090666
18.0,24.05555555555556,16.555555555555557,6.291666666666667,4,0.481,37.0,21.0,102.5,78.3,37.6,0.756,0.6767698894752564,100.91206730769233,40.49654339337832,2.3746068716393793,0,0,0.6730769230769231,1,-8.404248907229158,6,7,41.5,-0.5731726816799414
24.0,33.513888888888886,16.23611111111111,7.291666666666667,14,0.361,47.0,16.0,111.2,90.0,42.8,0.585,1.6559516851743619,344.14984615384617,102.0,-3.068529058160785,0,0,1.8461538461538463,3,6.919752891099708,11,13,47.0,1.213003303275884
25.0,23.875,15.77777777777778,5.791666666666667,2,0.547,31.0,25.0,102.4,78.9,39.2,0.646,1.4069994670456563,120.96220673076924,59.5,-3.05151325494588,1,0,0.7788461538461539,1,0.6076614784740312,8,11,42.5,-0.18668958337410835
19.0,21.625,14.680555555555555,5.152777777777778,9,0.422,41.0,20.0,114.8,87.1,42.3,0.611,0.6536660061250225,194.14747058823528,62.0,-4.963589611721477,1,1,1.1911764705882353,2,-3.211193950713895,15,8,43.0,-0.2280169021294956
25.0,25.84722222222222,15.47222222222222,4.402777777777778,18,0.421,32.0,23.0,98.3,89.4,43.9,0.537,1.2074955189832166,473.47181818181815,107.0,-5.036038597192931,0,0,2.727272727272727,4,6.164028286893008,15,15,45.0,1.0464482584772465
25.0,30.26388888888889,15.11111111111111,5.722222222222222,20,0.472,49.0,23.0,102.8,77.1,38.3,0.549,1.6076086956521738,180.65230263157895,50.17691453623979,5.880404649143817,0,0,1.3157894736842106,3,1.1073273080963228,2,9,39.5,0.4539444252717344
28.0,25.63888888888889,14.75,5.152777777777778,5,0.469,38.0,24.0,102.3,85.2,43.8,0.683,1.0488739370152325,63.95706770833333,64.89822365046136,-3.6611859123511987,1,0,0.3958333333333333,1,-0.45432201845301057,12,14,44.25,-0.338821522442577
18.0,28.77777777777778,16.02777777777778,5.25,2,0.472,34.0,19.0,116.6,89.8,44.4,0.622,1.9397699757869251,169.44216666666665,53.252472339396775,-4.973125314609847,1,0,0.9166666666666666,1,-2.6609240887072345,10,13,45.25,-0.22743968091470165
37.0,23.875,15.77777777777778,5.791666666666667,3,0.529,32.0,30.0,102.4,78.9,39.2,0.646,1.4069994670456563,122.218875,56.5,1.2798485134397413,0,0,0.7788461538461539,1,-1.145198082084189,9,8,40.5,-0.22112769079791494
27.0,23.45833333333333,13.51388888888889,5.236111111111111,3,0.424,43.0,18.0,94.7,78.6,38.9,0.805,0.9810615711252655,134.50542857142855,46.788582233137674,-0.24862926864961468,0,0,0.8571428571428571,1,-7.990085417533129,12,4,40.5,-0.6585958870502566
18.0,26.15277777777778,18.125,6.763888888888889,10,0.471,34.0,21.0,102.9,81.8,40.5,0.512,0.7467876039304611,435.94672916666667,66.75426480542941,-1.3354906640804578,1,0,2.4166666666666665,2,5.207056905158864,12,8,40.0,0.1295249501293244
21.0,30.875,16.958333333333332,5.166666666666667,21,0.4,42.0,17.0,105.5,88.1,43.7,0.585,1.0537190082644627,482.3906666666667,69.59956426705017,-0.6351781228503546,0,0,2.6666666666666665,4,3.1280430190596933,11,11,47.0,0.3145382168840592
32.0,28.11111111111111,17.73611111111111,4.708333333333333,12,0.405,36.0,31.0,98.6,83.8,46.4,0.634,0.6015686274509804,168.8105555555556,67.5,-4.714349314818638,0,0,1.1111111111111112,2,0.46840543233511905,11,13,43.25,-0.00924701386179852
28.0,31.166666666666668,14.72222222222222,4.986111111111111,5,0.471,48.0,16.0,107.3,85.5,41.8,0.439,3.1315789473684212,115.73265624999999,99.0,4.4130393513336,0,0,0.625,1,4.270911371854944,10,7,43.75,0.8147301464866508
23.0,25.194444444444443,15.791666666666666,5.791666666666667,19,0.407,42.0,19.0,90.1,77.3,39.9,0.549,0.9285889269965703,725.425,71.4863156129983,0.837557634065061,0,1,4.0,4,8.189885324450032,12,12,48.0,0.516881376922071
27.0,21.93055555555556,13.72222222222222,4.083333333333333,5,0.447,40.0,26.0,95.7,82.0,43.6,0.506,0.7225928507418101,84.5086875,73.18376618407356,1.8509212081890443,1,0,0.5625,1,-1.488872703624633,9,8,42.0,-0.015451004541392461
20.0,23.90277777777778,17.083333333333332,5.666666666666667,5,0.435,45.0,26.0,105.8,88.9,44.1,0.671,1.1965414892244162,75.77462037037037,47.18766965180156,-0.8436481955240541,0,0,0.4768518518518518,1,-4.974595504983767,7,7,39.25,-0.38626087795359415
27.0,34.59722222222222,16.819444444444443,7.708333333333333,17,0.529,41.0,24.0,104.3,88.8,44.2,0.5,0.8281604231890316,493.8560000000001,98.0,9.240049624990354,0,0,2.909090909090909,4,8.434213395487168,8,8,40.333333333333336,1.3673998788436137
23.5,25.84722222222222,15.47222222222222,4.402777777777778,1,0.45075,44.25,17.25,98.3,84.2,42.5,0.537,1.0193040166204985,317.91342857142854,91.0,1.6684383971996282,0,0,1.9285714285714286,1,2.4153998146976656,7,13,39.25,0.5281478192691792
25.0,24.069444444444443,15.63888888888889,5.666666666666667,2,0.531,45.0,24.0,108.5,89.2,43.5,0.817,0.6038823529411765,118.38871153846155,39.49568901432423,1.3678299556515707,1,0,0.8076923076923077,1,-8.733448082404644,4,10,43.5,-0.7138393640557414
22.0,24.916666666666668,17.444444444444443,6.958333333333333,3,0.494,47.0,20.0,99.8,79.3,39.2,0.61,1.517168772270813,141.19515789473684,74.7193000900063,3.1980741294321877,0,0,0.8289473684210527,1,2.420134070565239,5,11,47.66666666666666,0.1942318503873055
35.0,26.194444444444443,16.26388888888889,5.791666666666667,5,0.495,47.0,27.0,92.9,80.7,39.2,0.598,1.1052208835341366,121.22497767857143,51.124611797498105,-3.968039794263666,1,0,0.8035714285714286,1,-3.495977848799167,4,12,36.5,-0.7176620909901692
22.0,23.86111111111111,14.375,4.680555555555555,1,0.456,42.0,19.0,90.6,90.0,43.9,0.671,0.9502262443438915,176.02778365384617,68.33161507461904,2.315919698357338,0,0,1.0961538461538463,1,0.3699318972484495,13,8,37.25,0.06550311067165648
20.0,26.444444444444443,15.625,5.375,11,0.443,46.0,18.0,102.8,85.1,42.2,0.659,0.5385714285714286,196.0353,64.14953415699773,-2.6017478056755885,1,1,1.2,2,0.44135999027871586,12,8,38.25,-0.23241789022798115
23.0,26.55555555555556,16.805555555555557,5.805555555555555,12,0.58,42.0,21.0,105.3,83.4,42.2,0.61,1.102197802197802,129.50487152777777,55.17691453623979,6.305886451271902,0,0,0.8402777777777777,3,-0.1385377240234946,7,6,38.25,0.25352235511860666
24.5,33.513888888888886,16.23611111111111,7.291666666666667,1,0.46425,45.5,25.0,111.2,91.3,45.7,0.585,1.23165102905569,125.80555528846155,92.0,-0.3015122766795253,0,0,0.8365384615384616,1,4.782304966724516,6,13,39.5,0.7356683525865688
23.0,26.319444444444443,14.069444444444445,3.9722222222222223,2,0.438,64.0,18.0,108.0,92.9,43.4,0.639,1.1539168478823651,139.13723456790126,80.0,-2.4014977921442533,0,1,0.8657407407407407,1,-5.76843416431822,10,14,39.66666666666666,-0.10326224365107356
24.0,34.59722222222222,16.819444444444443,7.708333333333333,2,0.43,38.0,25.0,104.3,86.2,44.0,0.5,1.6559516851743619,304.39707692307695,103.0,0.9436732189006357,0,0,1.8461538461538463,1,11.834325183466046,8,14,43.75,1.1020386498392114
20.0,23.666666666666668,16.13888888888889,4.680555555555555,4,0.388,44.0,19.0,92.1,75.5,37.0,0.622,1.1633039092055484,110.40735507246379,54.25510696599781,2.4710813455333733,0,0,0.7427536231884059,1,-1.4202176783207954,11,5,34.0,-0.5633101984892473
26.0,22.93055555555556,15.52777777777778,5.694444444444445,4,0.547,41.0,20.0,96.8,85.4,43.1,0.622,0.740922619047619,156.44222596153847,55.80789337049785,1.9099516412930087,0,0,1.0673076923076923,1,-1.4478121050531576,11,8,43.5,-0.37673100632088585
24.0,22.875,16.069444444444443,5.763888888888889,4,0.425,35.0,22.0,97.3,82.7,42.1,0.72,0.9945859872611466,78.5565,46.738179909018385,-3.4084117841531736,0,1,0.5,1,-6.2220302348819745,9,7,39.0,-0.752062013029934
21.0,24.916666666666668,17.75,7.222222222222222,3,0.468,38.0,25.0,96.1,80.8,41.5,0.707,1.2498845265588914,113.57837812500001,39.20279579551077,1.441846505659194,0,0,0.7125,1,-6.841680307705451,9,4,39.5,-0.6904740382177221
24.0,22.5,15.333333333333334,6.5,3,0.397,30.0,29.0,87.7,80.5,43.5,0.512,1.850666666666667,140.7117986111111,88.0,-2.880253460153195,0,0,0.9791666666666666,1,1.8256960206300519,14,8,32.0,0.2678076350938286
20.666666666666668,24.34722222222222,17.40277777777778,8.666666666666666,1,0.43,38.66666666666666,19.33333333333333,96.5,85.5,41.6,0.549,1.1965414892244162,72.6893888888889,105.0,-2.03218352707961,0,0,0.4768518518518518,1,8.353225493345056,11,16,40.0,0.6263221987390646
23.0,25.041666666666668,14.958333333333334,6.5,1,0.4783333333333333,37.66666666666666,23.0,107.6,91.6,46.9,0.473,1.7728423923631407,121.61563333333332,90.0,-1.4887678275559628,0,0,0.7333333333333333,1,3.438348841063696,7,15,40.0,0.4178904369479493
18.0,26.61111111111111,15.63888888888889,4.333333333333333,20,0.511,38.0,18.0,109.9,90.0,42.5,0.585,1.2074955189832166,443.1218181818182,54.0,2.687326758316759,1,0,2.727272727272727,4,-3.361226327483997,7,7,43.5,0.46635311404039637
26.0,27.13888888888889,17.166666666666668,4.708333333333333,5,0.5,56.0,24.0,112.3,91.5,43.5,0.622,0.9127906976744187,39.772375,45.146428199482244,0.1054728577781721,1,0,0.25,1,-7.173634682670206,6,8,35.75,-0.8595595834825784
20.0,25.58333333333333,15.944444444444445,5.180555555555555,11,0.392,50.0,14.0,100.4,87.6,42.2,0.537,1.4906622724419334,186.19273369565218,74.89087296526012,-0.6717398352751391,0,0,1.184782608695652,2,0.676442234325185,9,9,35.25,0.1628700127230459
30.0,28.11111111111111,17.73611111111111,4.708333333333333,14,0.543,33.0,21.0,98.6,78.8,39.1,0.634,0.5365079365079365,158.25989583333336,60.5,1.306243790803474,1,0,1.0416666666666667,3,-2.044306203271669,8,12,43.25,-0.023915504899426007
23.0,28.73611111111111,15.11111111111111,4.722222222222222,17,0.457,46.0,11.0,105.4,88.8,44.2,0.5,0.7859404800460614,248.73072413793105,85.0,-0.610198179946349,0,0,1.1896551724137931,3,-0.40739373758377695,7,11,46.66666666666666,0.41134514042688985
23.0,25.041666666666668,14.958333333333334,6.5,2,0.392,50.0,28.0,107.6,91.6,46.9,0.473,1.7728423923631407,121.61563333333332,81.0,2.152525087030167,0,0,0.7333333333333333,1,1.1869024219949074,6,10,40.0,0.40875292548043995
17.0,24.791666666666668,13.52777777777778,4.458333333333333,10,0.513,45.0,18.0,95.6,78.4,40.3,0.622,0.5370051635111877,251.9222857142857,67.59797974644667,4.655195736624584,1,0,1.7142857142857142,2,-1.0860970444900067,9,3,45.333333333333336,0.1367969020651541
23.0,25.27777777777778,18.97222222222222,5.652777777777778,3,0.371,46.0,23.0,100.5,84.5,46.1,0.61,0.9534034212401994,149.54212500000003,74.59797974644667,-3.106516387664638,0,0,0.90625,1,0.5806966113097768,6,12,47.333333333333336,0.12422672341709945
17.0,33.513888888888886,16.23611111111111,7.291666666666667,17,0.486,38.0,24.0,111.2,89.7,44.8,0.585,0.9266496626624978,501.195,95.0,0.5490297443430859,0,0,3.0,4,5.801253572484597,9,11,39.25,0.9470326992105904
13.0,28.58333333333333,16.75,6.194444444444445,18,0.408,36.0,21.0,96.6,80.9,40.1,0.549,1.176054071451561,676.357,82.01219330881975,-3.8182237769526086,0,0,4.0,4,8.504548953106172,10,13,48.0,0.7499594575011582
23.0,26.15277777777778,18.125,6.763888888888889,9,0.434,37.0,19.0,102.9,81.8,40.5,0.512,0.7467876039304611,397.0671944444444,59.754264805429415,3.4996825360602166,0,0,2.4166666666666665,2,2.992169614298649,10,6,45.66666666666666,0.1332991325745033
24.0,27.13888888888889,15.291666666666666,6.722222222222222,5,0.463,51.0,21.0,98.1,78.8,42.1,0.524,2.0315934065934065,176.29497395833332,67.1335136523794,4.105601034961187,0,0,1.0520833333333333,1,3.8301415094979427,6,6,49.75,0.32846290746827755
24.0,30.26388888888889,15.11111111111111,5.722222222222222,17,0.475,48.0,12.0,102.8,77.1,38.3,0.549,1.6076086956521738,226.85526315789474,63.17691453623979,3.0566676054754067,0,0,1.3157894736842106,3,2.3780702341942836,7,10,45.75,0.47487315378070905
22.0,24.819444444444443,15.73611111111111,6.902777777777778,23,0.371,44.0,21.0,89.5,77.5,40.2,0.524,1.0565079365079366,591.12,79.18376618407356,-5.628526957517641,1,1,3.4285714285714284,4,4.570637012165271,9,14,45.75,0.6560689257640986
22.0,25.65277777777778,16.833333333333332,5.097222222222222,16,0.404,49.0,24.0,97.4,85.1,42.2,0.524,0.8503010399562124,277.37649999999996,65.18376618407356,-1.5360521921799057,0,0,2.0,4,3.563273537552722,6,10,40.75,0.5728335816995953
24.0,28.27777777777778,15.52777777777778,6.638888888888889,2,0.538,29.0,26.0,104.5,90.2,44.1,0.537,1.63308223477715,124.7480625,74.06244584051393,0.20900087081743512,1,0,0.7916666666666666,1,2.1717955593851,8,16,44.5,0.09953888056873361
21.0,19.23611111111111,12.208333333333334,4.375,9,0.488,47.0,17.0,95.0,84.2,41.2,0.621,0.7241079199303743,141.457875,42.88854381999832,1.337231820381861,1,0,0.75,2,-5.305144193093584,4,7,38.0,-0.6022254504038617
15.75,23.09722222222222,14.51388888888889,6.041666666666667,1,0.4135,42.5,18.0,91.4,77.8,40.4,0.476,1.0193040166204985,328.4472857142857,99.0,1.1627336586413004,0,0,1.9285714285714286,1,7.527110998343736,12,6,49.66666666666666,0.5466512139448493
22.0,21.666666666666668,15.791666666666666,5.444444444444445,11,0.333,36.0,19.0,95.4,78.7,40.9,0.512,1.0193040166204985,323.32885714285715,60.86751345948129,-1.4837548391209374,1,1,1.9285714285714286,2,-0.9895778866416756,12,6,42.0,-0.19874643358616312
8.0,30.36111111111111,15.208333333333334,5.972222222222222,3,0.426,49.0,11.0,111.4,90.2,44.1,0.5,1.3954802259887005,95.39248749999999,82.30508652763321,-2.7614014693805284,0,1,0.5566666666666666,1,4.356301748599966,11,14,43.0,0.18660384774498526
16.0,23.63888888888889,17.23611111111111,7.916666666666667,22,0.365,39.0,28.0,84.3,81.0,42.4,0.5,1.1065201465201464,828.5088,70.17691453623979,-2.273345050776391,0,0,4.8,4,5.936313862612305,14,7,43.0,0.29656694101497805
18.0,18.291666666666668,13.916666666666666,4.930555555555555,14,0.494,42.0,33.0,92.5,79.7,43.2,0.545,1.0046309489883158,435.84318243243246,65.5269119345812,-0.9235852352643991,0,0,2.310810810810811,3,2.735792853477257,11,8,38.0,0.470145258879509
22.5,22.375,17.52777777777778,6.333333333333333,1,0.45175,48.0,20.0,100.9,79.5,38.4,0.756,1.175444756554307,64.4401875,47.08147545195113,-0.6136713777574918,0,0,0.375,1,-8.853068654899898,8,9,51.25,-0.7492376135246916
23.0,23.48611111111111,15.90277777777778,6.125,8,0.449,42.0,25.0,97.6,83.2,40.6,0.744,0.6591224511583218,283.1615476973684,52.2634559672906,-4.626517171702031,1,1,1.519736842105263,2,-2.208200535666748,8,15,43.25,-0.4333938201048889
24.0,23.5,16.47222222222222,6.138888888888889,14,0.44,39.0,25.0,96.0,78.7,40.9,0.5,0.804822198275862,317.07261538461535,69.76955262170047,1.44585135277358,0,0,1.8461538461538463,3,0.978206504307159,13,5,47.333333333333336,0.6284619556240749
31.0,17.055555555555557,12.84722222222222,4.958333333333333,7,0.407,45.0,22.0,94.4,79.8,39.8,0.561,0.7918386535658878,195.73869181034482,51.248711305964285,-0.025202636355213623,0,0,1.2155172413793103,2,-3.410680973367294,8,2,43.0,-0.3666769878766043
21.0,26.76388888888889,15.625,6.291666666666667,8,0.39,52.0,17.0,103.3,81.9,43.2,0.549,1.6076086956521738,226.85526315789474,101.0,-3.01256308883752,0,0,1.3157894736842106,2,6.942661280557032,8,16,45.75,0.7921520059820022
18.0,28.75,17.22222222222222,4.888888888888889,8,0.539,48.0,16.0,109.6,83.4,41.5,0.573,0.6241217798594847,251.35125,48.754264805429415,7.102174111144408,0,0,1.5,2,-1.8383439397971002,4,2,49.75,-0.17521043536550368
21.0,26.84722222222222,13.5,4.486111111111111,10,0.531,38.0,13.0,110.1,86.8,42.7,0.583,0.7172938459448445,229.55512499999998,75.0,2.823369907579428,0,1,1.5,2,-1.9271457882072023,8,8,40.75,0.055598558974758766
25.0,26.25,14.48611111111111,6.416666666666667,15,0.368,45.0,17.0,89.1,81.0,42.4,0.524,0.6325381935138032,168.4561527777778,94.0,-2.1262448371990934,0,0,0.9583333333333334,3,4.852343341443804,12,6,38.0,0.48211732000446184
24.0,25.84722222222222,15.47222222222222,4.402777777777778,3,0.436,40.0,18.0,98.3,84.2,42.5,0.537,1.0193040166204985,316.8713571428571,98.0,-2.3478885027266747,0,0,1.9285714285714286,1,4.445520345771284,15,9,45.66666666666666,0.7205688109664067
25.0,30.875,16.958333333333332,5.166666666666667,4,0.5,44.0,26.0,105.5,87.4,42.4,0.585,1.181465074473549,142.45163636363637,56.59956426705017,0.5547387792144655,0,1,0.8863636363636364,1,1.912006929953864,3,9,39.66666666666666,-0.24836352028991487
19.0,26.23611111111111,15.305555555555555,5.958333333333333,5,0.414,43.0,23.0,108.6,86.9,44.9,0.452,1.29078418230563,132.67159999999998,88.0,-0.9074410882524706,0,0,0.8,1,7.253205338374659,4,12,40.0,0.527190642357757
