year,TEAM,GP,MIN_St,OFFRTG_St,DEFRTG_St,NETRTG_St,AST%_St,AST/TO_St,AST/RATIO_St,OREB%/St,DREB%/St,REB%/St,TOV%_St,EFG%_St,TS%_St,PACE_St,PIE_St,POSS_St,MIN_B,OFFRTG_B,DEFRTG_B,NETRTG_B,AST%_B,AST/TO_B,AST/RATIO_B,OREB%_B,DREB%_B,REB%_B,TOV%_B,EFG%_B,TS%_B,PACE_B,PIE_B,POSS_B
2016,Atlanta Hawks,82,2479,69.5,66.7,2.8,66.8,1.74,14,22.9,69.8,47.2,10,51.8,55.8,148.5,52.8,"7,665",1487,53,51.2,1.9,65.5,1.66,9.9,24.3,69.6,47.7,7.8,51.4,53.9,189.64,52.8,"5,851"
2016,Boston Celtics,82,2365,67.6,64.8,2.8,62.4,1.92,11.7,29,70.5,49.4,8.2,49.8,54.2,158.51,52.7,"7,804",1591,55.7,54.9,0.8,60.4,1.55,10.3,29.1,70.9,49.5,8,47.4,51.2,183.75,50.9,"6,093"
2016,Charlotte Hornets,82,2453,69.7,67.2,2.5,59.2,1.87,12.5,23.9,75.6,49.7,7.9,51,55.8,149.71,51.4,"7,650",1518,56,55.5,0.5,57.5,1.53,8.2,25.2,74.9,50.2,7.5,48.7,52.4,177.6,50.5,"5,618"
2016,Miami Heat,82,2489,67.5,66.9,0.6,54.3,1.48,12.5,27.5,72.8,50.9,9.6,51,55,147.48,52,"7,646",1477,51.2,49.9,1.3,54.3,1.47,6.8,28.8,73,51.7,7.1,50.3,53.3,192.44,53.5,"5,931"
2016,Indiana Pacers,82,2505,70.6,69.1,1.5,55.8,1.43,12.3,26,71.3,48.9,10.3,50.3,54.7,144.62,52.1,"7,556",1471,55.8,55.7,0.1,54.8,1.43,8.1,28.8,71.5,50.3,8.1,48.8,51.6,177.53,51.1,"5,447"
2016,Detroit Pistons,82,2706,75.5,74.1,1.3,49.3,1.43,10.7,31.4,75,52.1,9.7,49.7,52.5,135.62,49.1,"7,656",1270,51.8,53.3,-1.5,55.8,1.44,8.4,30.8,75.8,52.2,7.3,47.9,51.3,188.1,47.6,"4,986"
2016,Portland Trail Blazers,82,2353,66.4,65.4,1,55.9,1.51,12.9,28.7,73.5,50.9,9,51.8,54.6,159.92,49.2,"7,842",1608,58.4,58.6,-0.3,54.2,1.38,6.1,30.5,71.7,51.2,8.5,50.2,55.1,174.63,49.3,"5,853"
2016,Chicago Bulls,82,2434,69.7,70.6,-0.9,58.8,1.7,13.1,28.3,70.7,50.1,9.2,49,53.4,145.72,50,"7,379",1547,55.6,56.5,-0.8,59.5,1.55,8.5,30.1,72.4,51.4,8,48.2,51.1,177.81,48.5,"5,735"
2016,Dallas Mavericks,82,2517,69.4,68.9,0.5,59.4,1.77,12,23.7,72.8,48.5,8.5,51,54.9,145.63,50.7,"7,640",1484,49.8,50.8,-1,58.8,1.66,8.6,24.9,71.5,48.2,6.4,49,53.6,200.96,49.8,"6,209"
2016,Memphis Grizzlies,82,2432,68.8,70.2,-1.4,57.1,1.64,11.9,29.4,71,49.3,9,47.9,52.2,142.48,48.3,"7,220",1534,54.8,56.3,-1.5,54.8,1.43,8.1,30.4,70.6,49.8,7.7,47.3,52.8,180.17,48.3,"5,764"
2016,Houston Rockets,82,2594,72.2,71.4,0.9,59.3,1.41,13,29.8,69.7,49.4,10.7,52.2,57,146.87,49.6,"7,942",1372,47.5,48.5,-1,58.1,1.35,6.3,29.5,68.5,48.7,7.2,50.5,51.7,220.88,47.9,"6,317"
2016,Washington Wizards,82,2526,72.1,71.4,0.7,64.1,1.76,14.8,25.6,74.1,49.6,10.1,51.7,55,145.18,50.7,"7,642",1425,51.7,53.2,-1.5,57.8,1.56,7.6,23.8,73.1,48,7.1,50,53.3,197.35,47.6,"5,852"
2016,Utah Jazz,82,2512,69,67.3,1.7,53,1.31,10.9,29.8,73.8,51.9,10.4,50.9,54.8,140.45,51.3,"7,348",1479,50.3,49.9,0.5,51.8,1.21,7.3,31.1,72.1,51.4,7.9,48.9,52.4,189.63,49.8,"5,844"
2016,Orlando Magic,82,2478,72.3,73.3,-1,60.5,1.74,13.7,27.6,73.1,49.9,9.8,50.3,54,140.96,49.1,"7,272",1503,54.8,55.8,-1,58.1,1.56,9,26.2,71.8,48.8,7.8,49.5,52.2,181.07,48.4,"5,672"
2016,Denver Nuggets,82,2312,70,72.8,-2.8,61.1,1.58,11.9,31.2,74.7,52.2,10.1,48.6,53.5,145.08,47.6,"6,988",1654,60.7,61.8,-1.1,58.6,1.5,10.6,29.3,71.1,50,8.7,49.3,52.4,165.57,48.2,"5,707"
2016,Milwaukee Bucks,82,2639,72.6,74.8,-2.2,60.4,1.6,13.4,28.3,69.1,48.9,10.6,50.6,54.7,138.1,49,"7,596",1327,47.5,50.9,-3.4,59.9,1.37,8.4,29.1,68.5,49.2,8,48.5,51.2,198.41,46.8,"5,489"
2016,Sacramento Kings,82,2453,66.5,68.4,-1.9,61.9,1.48,14.2,27.5,72.5,50.2,10.5,51.2,54.2,159.18,49.1,"8,131",1508,52.5,53.1,-0.6,60,1.57,6.6,29.1,70.3,49.6,7.4,50.6,55.5,202.46,49.9,"6,354"
2016,New York Knicks,82,2447,72.7,73.7,-1,54.2,1.53,11.6,28.4,72.9,51.1,9.8,49.3,53.9,136.31,49.3,"6,944",1514,55.1,57.7,-2.6,58.2,1.53,9.4,27.2,70,48.8,7.7,46.7,50.4,173.86,47.7,"5,481"
2016,New Orleans Pelicans,82,2324,63.2,66.4,-3.2,58.8,1.63,10.2,24.6,76.2,49.6,8.6,49.4,54.5,158.89,46.4,"7,687",1632,55.5,56.2,-0.7,56.1,1.69,10.5,26.2,72.9,48.9,6.8,50.3,52.5,189.09,48.3,"6,418"
2016,Minnesota Timberwolves,82,2421,75.4,75.9,-0.4,63.6,1.71,14.4,27.2,70.5,49.3,10.4,50.6,56,137.36,51.8,"6,925",1555,56.9,61.3,-4.4,59.1,1.34,8.7,28.9,69.8,49.5,9.1,48.5,53.1,172.49,46.2,"5,579"
2016,Phoenix Suns,82,2492,66.7,71.7,-5,55.1,1.15,11.9,29.9,73.8,51.2,11.9,48.5,52.3,149.13,44.5,"7,735",1449,52.9,55.4,-2.5,56.8,1.31,7,29.4,72.5,50,8.4,49.1,53.1,194.77,45.9,"5,878"
2016,Brooklyn Nets,82,2498,72.9,76.8,-3.9,58.2,1.54,13.2,27.4,73.7,50.3,10.7,49.8,53.5,136.35,46.7,"7,092",1453,55.5,61.2,-5.7,58.5,1.46,9.3,28.7,68,47.8,8.6,48,51.2,174.14,44.6,"5,258"
2016,Los Angeles Lakers,82,2324,64.1,73.7,-9.6,50.3,1.3,9.7,25.5,71,47.3,9.1,45.4,50.6,149.61,39.9,"7,238",1622,60.9,62.1,-1.3,52.8,1.34,8.7,29.6,71.5,49.9,8.5,46.9,51.4,162.74,46.2,"5,491"
2016,Philadelphia 76ers,82,2362,61.2,68.6,-7.5,59,1.28,11,24.6,69.7,46.6,10.5,48.4,51.5,156.38,41.8,"7,687",1599,51.5,55.5,-4,60,1.37,8.9,25.6,68.8,46.5,8.3,49.1,52.5,191.63,44.3,"6,386"
2017,Golden State Warriors,82,2415,75.9,66.2,9.7,72,2.19,16.6,27,71.6,50.7,9.2,57.6,60.3,157.75,59.4,"7,936",1541,56,53.1,2.9,68,1.86,9.8,27.5,69.7,49.9,7.7,54.2,58.3,193.39,55.4,"6,214"
2017,San Antonio Spurs,82,2298,71.7,67,4.6,59.1,1.89,12.3,27.6,74,51.3,8.5,52.3,56.5,144.65,54.8,"6,921",1663,62.4,57.8,4.6,62.8,1.65,11.3,29.1,71.7,50.9,8.7,52.6,56.2,170.03,55.5,"5,893"
2017,Houston Rockets,82,2533,75.4,70.7,4.7,63.1,1.71,14.9,27.8,72.7,50.2,9.7,55,59.1,153.77,52.2,"8,114",1423,53.8,52.1,1.7,61.8,1.61,6.5,28.6,69.8,49.3,7.3,53.5,56.8,209.94,50.6,"6,214"
2017,Boston Celtics,82,2451,73.5,70.3,3.2,65.4,1.98,13.9,25.5,70.5,48.6,8.7,54,58.9,150.34,52.5,"7,678",1500,52.4,53.2,-0.8,65.2,1.78,9.1,26.6,70.6,48.5,6.8,50,52.2,195.97,49.6,"6,139"
2017,Cleveland Cavaliers,82,2593,79.2,75.2,4,56.1,1.75,14.7,28.2,73.1,51,9.3,54.9,58.4,140.56,52,"7,599",1383,56.1,57.1,-1,58,1.5,6.4,22.9,70.4,47.8,7.7,54.3,56.8,187.34,49,"5,404"
2017,LA Clippers,82,2425,84.1,77.4,6.7,59.9,1.9,14.7,26.4,74.2,51.4,9.6,55.4,59.8,132.78,56.1,"6,707",1526,62,64.1,-2.1,52,1.49,8.7,24.3,72,48.2,7.9,51,53.5,165.48,47,"5,273"
2017,Toronto Raptors,82,2419,70.3,67.9,2.4,47.8,1.47,10.8,28.8,72.3,50.8,8.4,51.9,57.3,151.28,51.6,"7,627",1537,58.7,56.2,2.5,46.3,1.43,6.8,29.4,70.7,49.9,6.8,51.2,53.4,180.65,51.7,"5,795"
2017,Utah Jazz,82,2443,69.8,66,3.7,56.2,1.52,10.7,26.9,75,51.9,9.5,53,58.4,143.73,54.5,"7,310",1508,53.3,52.5,0.9,51.6,1.4,9,27.3,73.1,50.6,7.2,52.1,52.2,188.4,51.6,"5,922"
2017,Washington Wizards,82,2713,82.7,79.6,3.1,58.4,1.81,15.2,28.3,72,50.2,10.1,53.5,57.3,134.2,52.4,"7,586",1258,54.3,56.1,-1.8,56.1,1.44,7.3,29.3,70.6,50,8,51.1,54,188.37,48,"4,937"
2017,Oklahoma City Thunder,82,2404,70.9,69.2,1.7,53.7,1.43,12.9,32.1,75,53.2,9.9,50.2,54.4,151.07,51.2,"7,569",1557,55.8,56.9,-1,52.2,1.35,5.9,32.7,73,52.2,7.9,49.6,53.1,186.58,47.9,"6,048"
2017,Atlanta Hawks,82,2483,71.3,72.3,-1,61.6,1.49,13.3,28.1,71.7,50.3,11,51,54.5,144.39,50.3,"7,462",1493,53.8,53.5,0.3,62.9,1.51,8.8,28.4,71.8,50,8.1,49.4,53.4,187.45,51.1,"5,826"
2017,Memphis Grizzlies,82,2383,67.2,67.1,0.2,59.6,1.7,12.5,28.2,73.4,50.3,8.6,49.7,55.2,147.4,50.1,"7,322",1598,55.9,55.6,0.2,56.8,1.57,7.5,31.3,72.7,51.3,7.2,48.3,50.9,178.01,50.1,"5,933"
2017,Indiana Pacers,82,2580,78.9,77.4,1.5,59.6,1.69,13.8,23.4,71.3,48.2,10.3,53.1,57.4,134.82,52.2,"7,238",1391,56.6,59.1,-2.4,52.8,1.51,8.7,29.1,71.3,49.8,7.5,48.9,52.5,176.85,47,"5,135"
2017,Milwaukee Bucks,82,2346,66.7,67.4,-0.7,62.4,1.77,12.9,25,70.1,48,8.9,52.8,57.3,154.58,49.9,"7,546",1610,58.5,57.8,0.7,62.3,1.69,10,27.5,71.1,49.8,8,52.7,55.2,176.4,51.1,"5,921"
2017,Chicago Bulls,82,2384,69.5,69.1,0.4,58.3,1.71,13.2,31.2,74.2,52.4,9,48.9,53.8,147.99,51,"7,362",1572,57.6,58,-0.4,58.6,1.6,7.8,30.9,71.9,51.1,7.8,48.5,51.5,175.38,49.5,"5,751"
2017,Miami Heat,82,2376,66.4,66.2,0.2,54.6,1.57,11.2,28.3,72,50.1,8.8,52,54.2,155.04,49.5,"7,679",1580,54.7,53.7,1,54.2,1.6,8.4,28.6,71.5,49.7,6.9,50.2,54.1,186.65,50.9,"6,147"
2017,Portland Trail Blazers,82,2514,71.4,70.9,0.5,53.9,1.64,12.4,28.2,71.7,50.1,8.7,52.6,56.7,151.75,50.2,"7,950",1472,53.2,54.8,-1.7,52.6,1.38,6.6,24.8,72.5,48.8,7.2,50.9,54,194.17,47.8,"5,965"
2017,Denver Nuggets,82,2434,74.4,73.9,0.6,62.9,1.74,13.2,31.1,76,53.5,9.9,53.4,58.2,150.73,50.8,"7,645",1517,58.5,58.6,-0.1,59.3,1.62,9.9,31.9,74.3,52.8,7.9,52.3,54.4,187.72,49.5,"5,932"
2017,Detroit Pistons,82,2518,70.5,73.3,-2.8,52.3,1.77,10.9,27.9,76.9,51,8.3,49.2,51.7,141.95,46.3,"7,450",1443,54.9,53.2,1.7,54.1,1.8,9.8,29.9,78.4,53.6,6.4,49.3,52.7,184.56,51.8,"5,562"
2017,Charlotte Hornets,82,2534,74,72.9,1.1,61.5,2.08,13.3,24.8,75.4,49.8,7.9,50.2,55.1,141.7,51.2,"7,488",1432,57,59,-1.9,60.5,1.88,9.2,24.5,74.1,49.3,6.6,49.9,54,179.19,49.2,"5,370"
2017,New Orleans Pelicans,82,2422,67.1,67.7,-0.6,59.4,1.79,12.5,21.6,73.4,48.1,8.4,50.8,55.1,154.37,50.1,"7,790",1559,54.1,56.1,-2,56.3,1.74,8.6,24.4,71.8,47.8,6.5,49.8,52,189.67,48,"6,157"
2017,Dallas Mavericks,82,2491,67.7,69.6,-1.9,57.1,1.75,11.8,19.8,74.1,46.2,8.2,50.7,54,143.12,47.9,"7,421",1465,50.4,51.7,-1.3,58.1,1.76,8.5,24.6,71.9,47.2,6.1,50.1,54.4,195.69,48,"5,959"
2017,Sacramento Kings,82,2360,69,72.1,-3.1,58.6,1.6,12.5,25.4,73.3,49.3,9.3,51.5,55.5,147.78,47.4,"7,269",1616,58.7,60.5,-1.8,60.5,1.46,9.5,26.4,71,49.1,9,51.7,56,172.45,48.5,"5,813"
2017,Minnesota Timberwolves,82,2818,81.2,81.3,-0.1,61.3,1.74,14.5,30.3,71.8,50.8,10.7,51.7,56.5,130.8,50.6,"7,667",1143,51.8,53,-1.2,56.5,1.55,7.8,32.2,69.2,50.2,7,49.4,52.2,197.72,48.9,"4,701"
2017,New York Knicks,82,2520,71.7,75,-3.3,53.9,1.64,11.1,30,69.9,49.8,9,49.8,53.7,144.97,47.5,"7,615",1451,53.9,54.6,-0.7,57.2,1.46,9.5,31.4,69.5,50.5,7.8,49.2,52.7,190.51,49.7,"5,748"
2017,Orlando Magic,82,2432,72.9,75.5,-2.6,58.2,1.76,12.4,26.7,73.4,49.7,9.3,50.4,53.5,142.37,47.4,"7,203",1529,59,65.4,-6.3,57.6,1.53,10.3,26.7,71.4,48.1,8.2,46.5,50.4,161.82,43.5,"5,148"
2017,Philadelphia 76ers,82,2323,63.8,66.9,-3.1,63.4,1.42,12.3,26.2,72.2,48.9,10.4,49.9,54.2,159.21,47.2,"7,694",1643,54.7,57.8,-3.1,62.8,1.43,9.3,29,69.2,49.1,8.8,50.5,53.5,186.98,46.8,"6,385"
2017,Los Angeles Lakers,82,2196,67.1,72.7,-5.7,55.8,1.44,11.1,27.7,72.4,49.2,9.8,50.2,53.1,154.52,43.3,"7,056",1745,63.5,65.9,-2.3,50,1.3,9.4,29.4,70.9,49.6,9.1,50,54.5,166.45,46.3,"6,049"
2017,Phoenix Suns,82,2428,73.3,77.6,-4.3,49.3,1.27,10.9,29.8,71.7,50.1,10.5,49.5,54.8,148.05,45.5,"7,477",1538,55.9,57.6,-1.7,48.7,1.26,7.5,30.2,71.8,50.7,8,48.9,51.9,187.63,47.3,"5,994"
2017,Brooklyn Nets,82,2095,65.3,70.4,-5.1,57.9,1.31,11.5,22.4,72.8,48.2,10.3,50.6,55.4,160.9,45.5,"7,014",1856,62.8,65.5,-2.6,55.2,1.27,9.3,26,70.3,48.4,9.7,50.7,54.6,168.62,46.7,"6,515"
2018,Houston Rockets,82,2563,75.6,69.4,6.2,56.9,1.63,14.7,25.7,75.1,50.3,9.1,55.6,60.4,148.97,53.7,"7,963",1388,52.8,49.9,2.9,53.2,1.42,3.9,25,74.9,50.1,6.7,54,55.4,208.43,52,"6,040"
2018,Toronto Raptors,82,2228,80.4,75.2,5.2,58.7,1.83,14.2,27.1,74.7,51.4,9.5,53.9,58.2,139.79,53.8,"6,494",1738,69.7,64.8,4.9,59.3,1.81,10.9,27.7,69.7,48.7,8.5,54,56.4,155.57,53.9,"5,647"
2018,Golden State Warriors,82,2376,71.8,67.3,4.5,70.2,1.99,16.3,23.8,71.9,50,9.6,57.9,61.7,161.23,55.9,"7,978",1570,58.1,55.8,2.2,65.6,1.76,9.3,25.1,70.1,49.4,8.1,55.3,57.2,188.35,54.6,"6,161"
2018,Boston Celtics,82,2368,68.3,64.1,4.2,58.7,1.7,11.9,25.6,74.3,50.6,8.8,53,56.9,154.51,53.4,"7,625",1593,53,53.5,-0.5,58.6,1.47,8.7,27.2,73.4,50.1,7.6,49.9,52.1,188.74,49.4,"6,267"
2018,Philadelphia 76ers,82,2518,73.6,68.1,5.5,65.9,1.66,14.7,28.8,74.3,52.7,10.8,54.8,57.9,151.66,56.1,"7,952",1438,49.3,50.1,-0.8,67,1.61,8.6,28.3,72.3,50.8,7.7,51.3,54.4,213.68,50.6,"6,386"
2018,Cleveland Cavaliers,82,2341,73.3,73.2,0.1,58.4,1.72,14.5,23.7,74,49.1,9.1,55.6,58.9,152.64,49.4,"7,446",1605,63,61.9,1.1,57,1.68,7.7,25.1,71.7,49.2,7.8,53.4,57.5,172.32,51.4,"5,763"
2018,Portland Trail Blazers,82,2511,72.2,69.9,2.3,51.3,1.55,11.8,27.1,74.6,50.9,8.9,51.2,55.6,148.02,51.4,"7,740",1440,57.7,57,0.7,46.7,1.27,6.5,29.4,74.4,52.1,7.9,50.9,53.1,177.55,50.1,"5,328"
2018,Indiana Pacers,82,2554,76.4,74.1,2.3,55.4,1.67,12.2,25.3,72.2,49.2,9.7,53.4,57,138.79,52.1,"7,388",1397,57.7,58.9,-1.2,52.5,1.68,10,30.1,71.8,50.5,7.1,50.7,52.9,179.38,48.7,"5,224"
2018,New Orleans Pelicans,82,2609,73.4,71.5,1.9,63.3,1.83,15.8,23.5,73.1,49.6,9.8,54.3,58.1,151.13,53.6,"8,221",1382,51.4,52.2,-0.9,61.7,1.73,7,24.8,71.7,49.1,6.9,53.7,54.9,211.55,50.3,"6,084"
2018,Oklahoma City Thunder,82,2650,79.4,75.5,3.9,53.7,1.56,13.7,33.7,73.7,52.8,10.2,51.7,54.8,138.37,51.8,"7,630",1316,53,53,0,53.1,1.46,5.7,28.5,70.2,48.8,7,50.7,54.1,191.64,48.8,"5,251"
2018,Utah Jazz,82,2490,71.6,68.1,3.5,60.2,1.56,13.7,25.9,76.1,51.3,10.3,53.3,57.9,145.67,53.6,"7,559",1461,50.8,49.4,1.4,55.7,1.47,6.8,25,74.8,50.3,6.9,51.7,53.6,202.41,52.4,"6,160"
2018,Minnesota Timberwolves,82,2851,85.1,81.5,3.6,55.3,1.87,13.3,29.5,72.6,51,9.4,52.7,57.6,129.31,53.4,"7,682",1110,54.8,56.9,-2.1,55.4,1.7,9.4,27.3,70.4,48.4,6.6,51.1,53.5,192.91,47.7,"4,456"
2018,San Antonio Spurs,82,2273,65.3,63.3,2,58.9,1.81,11.7,26.6,75.2,50.9,8.2,50.6,54.4,154.66,53,"7,325",1673,60.2,58.9,1.3,57.6,1.63,10.1,29.1,72.5,50.8,7.9,50.9,54.2,173.45,51.9,"6,052"
2018,Denver Nuggets,82,2642,78.6,75.7,2.9,62.2,1.75,14,29.8,74.2,52.1,10.4,54.6,58.4,140.4,52.5,"7,735",1334,55.5,57.5,-2,60.6,1.55,9.2,30.3,72.5,51,8,51.6,54.2,190.82,48.3,"5,299"
2018,Miami Heat,82,2353,64,64.5,-0.6,56.8,1.55,11.8,26.1,74.2,50,8.9,51.6,54.4,159.32,49.5,"7,814",1633,56.9,55.7,1.2,61,1.62,9,26.2,74.1,50.2,7.8,52.5,56.2,179.81,51.9,"6,121"
2018,Milwaukee Bucks,82,2585,73.6,71.9,1.7,58.4,1.72,13.8,24.3,71.3,48.5,9.3,54.1,58.2,146.34,51.8,"7,876",1381,51.6,54.2,-2.6,58.7,1.6,7.6,24.7,70.2,47.2,7,51.3,54.2,197.8,47.2,"5,689"
2018,Washington Wizards,82,2488,79.6,77.3,2.3,62.5,1.78,15.8,26.4,73.8,50.4,10.6,53.5,56.5,134.05,52.2,"6,956",1483,60.6,62.7,-2.1,64.1,1.64,9.1,29,72.2,50.3,8.6,50.7,55,171.44,48.5,"5,289"
2018,LA Clippers,82,2499,73,73.8,-0.8,55.6,1.5,11.6,28.2,72.4,50.4,10,52.5,55.8,147.46,48.8,"7,672",1442,55,53.8,1.2,55.2,1.56,9.1,28.8,70.7,50.5,7.3,53.1,57.3,202.02,51.4,"6,067"
2018,Detroit Pistons,82,2524,74.6,75.1,-0.6,58.6,1.71,12.7,27.3,74.5,50.2,9.6,51.5,54.7,140.16,48.3,"7,368",1437,56.5,55.7,0.9,57.6,1.66,9.8,26.1,73.2,49.4,7.3,50.6,53.4,178.52,49.9,"5,334"
2018,Charlotte Hornets,82,2392,80.8,79.4,1.4,55,1.63,13.3,27,76,51.6,9.9,52.2,56.2,135.44,51.6,"6,756",1564,67,69,-2,55.9,1.83,9.5,27.3,77,50.5,7.3,48.7,52.7,156.03,47.6,"5,096"
2018,Los Angeles Lakers,82,2489,72.9,74.5,-1.6,59,1.55,12.6,27,73.5,50.3,10.5,51.8,55.1,147.35,48.5,"7,635",1492,57.4,57.4,0,57.3,1.44,9.6,29.3,71.9,50.9,8.6,51.6,54.3,184.83,50.2,"5,746"
2018,New York Knicks,82,2343,70.4,73,-2.6,56.7,1.6,11.8,29.7,73.3,51.4,9.7,50.9,54.5,148.96,47.9,"7,267",1623,61.1,62.7,-1.6,58.3,1.56,11.2,27.7,71.9,50.2,8.9,51.2,54.1,167.21,48.3,"5,647"
2018,Brooklyn Nets,82,2248,66.8,68.4,-1.7,63.7,1.66,12.4,24.9,72.8,48.6,9.2,51.7,55.1,159.63,48.1,"7,476",1723,59.4,62.2,-2.8,59.5,1.43,9.5,25.4,73.6,49.3,8.9,51,55.2,175.82,46.5,"6,307"
2018,Chicago Bulls,82,2367,69.3,75.3,-5.9,61.2,1.69,12.6,24,78.1,49.7,9.5,49.7,53,146.23,44.6,"7,213",1604,60.5,63,-2.6,59.8,1.65,10.5,28,74.6,50.4,8.1,49.8,52.8,170.35,46.3,"5,687"
2018,Sacramento Kings,82,2146,66.3,73,-6.7,55.2,1.51,12,25.4,74.1,48.7,9.6,50.1,52.3,147.6,43.4,"6,594",1805,64.5,66.5,-2,56.1,1.65,10.3,27.5,71.8,49,8.5,50.3,53.6,154.15,47.3,"5,793"
2018,Orlando Magic,82,2423,74.7,77.6,-2.9,61.6,1.73,13.6,23.8,72.5,47.9,10.1,52.1,55.2,141.68,47.6,"7,143",1523,59.7,62.8,-3.1,58.3,1.43,10.1,26.4,69.9,48.2,8.9,49.6,53.1,166.13,46.5,"5,262"
2018,Atlanta Hawks,82,2255,65.5,69.8,-4.2,61.7,1.49,12.7,25,71.8,48.3,10.1,51.7,54.8,156.83,46.6,"7,372",1686,57.5,59.8,-2.4,62.9,1.58,9.4,28,72,49.6,8.3,50.4,54.7,180.3,47.2,"6,340"
2018,Dallas Mavericks,82,2392,64.4,68.1,-3.6,58.7,1.82,10.9,21.4,75.3,47.3,7.8,51.2,53.7,156.71,45.5,"7,803",1569,53.2,52.4,0.8,60.4,1.88,10.1,23.8,74.4,48.7,6.3,51.4,55.6,193.4,50.7,"6,316"
2018,Memphis Grizzlies,82,2369,65.2,70,-4.8,60.1,1.5,12.2,26.2,73.3,49.4,9.8,50.5,53.5,150.19,46,"7,423",1572,53.1,56.1,-3.1,56.4,1.35,7.8,29.6,70.3,49.2,8.1,49.2,54.7,189.55,45.9,"6,229"
2018,Phoenix Suns,82,2346,65.3,72.4,-7,54.8,1.33,10.9,27,72.7,49.5,10.2,49.5,53.7,158.14,43.3,"7,715",1595,54.9,58.1,-3.1,56.1,1.39,8.5,27.3,72,49.1,8,49.4,52.4,190.83,45.6,"6,335"
2019,Milwaukee Bucks,82,2452,75.3,68,7.3,59.2,1.95,15.2,24.1,76.3,51.7,8.4,55.9,59.7,159.42,56.4,"8,138",1504,53.2,50.9,2.2,61.6,1.76,6.6,26.3,74.7,51.5,6.7,53.5,54.9,213.63,53.4,"6,687"
2019,Toronto Raptors,82,2522,82.9,74.9,8,61.6,2.02,15.4,26,73.5,50.9,9.3,56.7,59.9,141.66,56.2,"7,452",1454,60.9,63.1,-2.2,57.7,1.5,8.9,27.4,71,48.9,8.6,50.3,54,173.57,47.6,"5,265"
2019,Golden State Warriors,82,2503,77.7,71.8,5.9,68.6,2.16,16.7,24.2,72.7,50.2,9.3,57.8,60.2,153.71,55.8,"8,005",1458,55.6,54.3,1.2,63.6,1.9,8.4,28.3,72.6,51.1,6.9,54.1,58,203.24,52.4,"6,172"
2019,Denver Nuggets,82,2455,77.1,73.7,3.5,65.7,2,14.9,31.6,75,53.2,9.6,53.5,56.4,144.94,53.1,"7,409",1491,62,60.6,1.4,64.5,2.1,10.8,29.7,73.5,51.1,7.2,51.4,54.5,174.42,51.1,"5,416"
2019,Houston Rockets,82,2719,81.1,77.5,3.5,54.3,1.59,14.4,27.2,70.1,48.3,9.6,54.3,59.9,139.54,49.9,"7,898",1247,49.8,47.7,2.1,53.8,1.59,3.9,26,69.9,47.7,5.7,53.8,52.8,227.16,49.5,"5,899"
2019,Portland Trail Blazers,82,2410,82.8,76.9,5.9,54,1.77,13,32.1,74.5,53.6,9.3,53.6,57.6,141.9,54.4,"7,130",1561,63.9,65.5,-1.6,55,1.51,9.5,28.8,73.1,51.1,8.6,51.5,55.3,168.26,48.2,"5,472"
2019,Philadelphia 76ers,82,2585,76,73.1,2.9,64.4,1.76,14.7,28,74.3,52.1,10,53.8,57.9,152.11,54,"8,187",1376,50.1,50.2,-0.1,65.5,1.9,7.9,27.6,73.8,50.8,6.3,52.3,56.1,224.45,50.9,"6,433"
2019,Utah Jazz,82,2450,71.6,67.2,4.4,64.2,1.75,14.8,27.5,76.4,52.4,9.5,53.8,57.8,155.65,54.5,"7,945",1501,51.5,50.5,1,64.7,1.67,7.2,27.4,75,51.9,7.2,53.8,56.2,214.95,52.8,"6,731"
2019,Boston Celtics,82,2409,71.3,68.1,3.2,62.2,2.14,13.9,24.3,73,48.9,7.8,54.4,56.9,158.36,53,"7,953",1547,56.8,55,1.7,62.9,1.91,9.2,27.8,72.5,50.3,6.9,52,56.3,194.01,52.9,"6,250"
2019,Oklahoma City Thunder,82,2680,80.2,75.9,4.4,55.9,1.77,13.6,30,75.3,51.8,9.5,52.7,55.9,145.65,51.9,"8,128",1291,49.2,50.4,-1.2,52.4,1.48,6.4,29.4,70.7,49.1,6.4,48.8,51,216.42,47.3,"5,821"
2019,Indiana Pacers,82,2444,75.1,73.2,1.9,63.5,1.93,13.8,25.3,71.4,48.7,9.4,53.2,56.6,143.62,52.5,"7,306",1497,65.5,62.6,2.9,61.6,1.84,12.2,29.4,73.5,51.8,8.5,52.5,55.3,165.22,52.9,"5,149"
2019,LA Clippers,82,2253,74.1,74.3,-0.1,59.5,1.66,11.9,25.5,73.6,50.1,9.6,53.1,58,151.57,49.7,"7,108",1713,68.6,67,1.7,56.6,1.64,11.5,27.3,70.5,49.9,8.4,52.6,56.9,170.54,51.6,"6,078"
2019,San Antonio Spurs,82,2407,70.4,70,0.4,57.4,2.08,13.1,23.5,75.1,49.9,7.5,53.4,57.2,155.43,51.2,"7,793",1554,57.8,56.2,1.5,59.1,1.96,9,26.2,73.2,50.5,6.4,53.5,57.3,195.99,52.1,"6,354"
2019,Brooklyn Nets,82,2245,67.2,68.5,-1.3,61.5,1.64,11.7,26.8,70.8,49.1,9.2,53.3,56.1,165.63,48.7,"7,748",1751,61.5,60.2,1.3,56.1,1.49,9.6,30,73.6,51.5,8,50.3,55,177.77,50,"6,490"
