year,TEAM,GP,MIN_St,OFFRTG_St,DEFRTG_St,NETRTG_St,AST%_St,AST/TO_St,AST/RATIO_St,OREB%/St,DREB%/St,REB%/St,TOV%_St,EFG%_St,TS%_St,PACE_St,PIE_St,POSS_St,MIN_B,OFFRTG_B,DEFRTG_B,NETRTG_B,AST%_B,AST/TO_B,AST/RATIO_B,OREB%_B,DREB%_B,REB%_B,TOV%_B,EFG%_B,TS%_B,PACE_B,PIE_B,POSS_B
2012,Washington Wizards,66,1970,67.5,72,-4.5,51.2,1.21,11.6,30.4,67.7,48.7,11.2,46.8,50.2,138.45,45.2,"5,682",1203,53.3,54.6,-1.3,54.1,1.33,7.5,31.4,67.8,49.3,8.4,48,51.9,175.84,47.5,"4,403"
2012,Charlotte Bobcats,66,1949,64.7,75.4,-10.6,61.3,1.41,12.3,28,68.3,47.5,10.8,44.2,49,135.19,41.2,"5,494",1229,51.5,59.5,-8,59.2,1.35,8.6,29.4,66.8,47.3,8.6,43.5,47.2,165.69,41,"4,242"
2013,Miami Heat,82,2477,73.7,66.2,7.6,61.6,1.78,15.4,25.8,68.6,48.9,9.6,56.3,60,141.3,58.3,"7,301",1499,58.5,57.2,1.3,57.1,1.45,7,27.2,66.5,48,8.4,53.5,55.8,166.87,53.1,"5,223"
2013,Oklahoma City Thunder,82,2566,79.3,71.2,8.2,56.3,1.43,13.7,29.1,70.2,51.6,11.3,53,58.8,133.86,58,"7,137",1400,58.4,54.4,4,55.6,1.34,7.6,29.1,70.1,50.9,8.6,52.1,56,176.89,55.2,"5,153"
2013,San Antonio Spurs,82,2356,69.4,63.8,5.7,63.1,1.76,12.8,23.9,72.9,50.1,9.5,53.1,57.4,147.17,56.4,"7,219",1620,57.2,55.1,2.1,65.7,1.63,11.7,24.8,69.6,48.3,8.6,52.9,55.8,178.05,53.2,"6,005"
2013,Denver Nuggets,82,2492,70.9,67,4,59.8,1.64,13,34.3,69,51.8,9.9,51.8,55.4,148.25,53.8,"7,701",1489,54.2,52.5,1.6,60.1,1.52,8.8,34.7,65.3,50.6,8.2,51.1,54.1,192.71,53.8,"5,984"
2013,Los Angeles Clippers,82,2192,76.9,72,4.8,63.8,1.83,15.4,32.1,71,51.3,10.3,53.8,57.2,133.93,54.5,"6,119",1754,67.1,63,4.1,59.5,1.42,10,32.7,68.2,51,10.6,51,53.6,146.01,55.2,"5,344"
2013,Memphis Grizzlies,82,2686,74.5,69.4,5.2,57,1.51,13.1,34.8,71,52.5,10.9,47.4,51.5,125.24,54.8,"7,010",1275,50.5,51.1,-0.6,59.7,1.48,7.8,33.7,68.5,50.8,7.8,47,51.2,181.33,49.6,"4,823"
2013,New York Knicks,82,2313,68.9,66.1,2.8,53.3,1.67,11.2,29.7,71.5,49.9,8.1,51.5,55.5,145.93,51,"7,038",1633,55.6,53.2,2.4,51.8,1.5,7.6,28.3,69.9,48.7,7,51.4,54.3,176.83,51.5,"6,015"
2013,Brooklyn Nets,82,2582,76.1,73.2,2.9,58.2,1.5,13.4,34.4,71.4,52.7,10.9,50.6,54.3,128.93,52.2,"6,934",1389,53.6,54.6,-1,53.8,1.18,6.8,34.2,67.8,50.6,9,48.2,52.2,172.04,48.2,"4,979"
2013,Indiana Pacers,81,2628,76.7,71.1,5.5,57.9,1.46,13.7,33.4,70.5,52.5,11.5,49.3,53.3,126.19,55.8,"6,911",1290,51.8,53,-1.2,57.6,1.12,6.6,34.1,69.2,51.6,9.5,44.8,49.2,170.8,48.7,"4,586"
2013,Golden State Warriors,82,2548,73.2,71.9,1.3,60.4,1.58,12.7,27.8,71.6,50.5,10.7,51.4,55.1,139.36,50.4,"7,397",1413,49.6,49.9,-0.3,56.2,1.35,8.7,29.6,70.6,50.8,7.7,49.1,53.2,197.47,50,"5,810"
2013,Chicago Bulls,82,2744,73,73.1,-0.1,65.9,1.65,14,32.5,70.5,51.4,11.2,47,51.4,126.96,51.2,"7,253",1222,48.6,47.6,0.9,61.1,1.51,8.3,34.7,68.5,51.4,7.4,47,50.7,190.04,51.7,"4,832"
2013,Houston Rockets,82,2657,76.2,73.9,2.4,60.1,1.39,14.2,29.2,71.9,51,11.9,52.9,57.1,138.6,51.2,"7,673",1299,52.6,50.9,1.7,62.5,1.45,7,32.8,69.1,50.8,8,51.6,54.8,199.17,50.6,"5,400"
2013,Los Angeles Lakers,82,2777,76,75,1,59,1.45,13.7,30.3,70.7,51,11.3,51.6,55,134.05,51.5,"7,758",1174,44.2,43.9,0.3,61.7,1.54,6,32.2,69,50.9,6.3,50.2,54.1,229.85,51,"5,621"
2013,Atlanta Hawks,82,2634,72.9,71.7,1.2,66.2,1.75,15.8,24,70.4,47.9,10.7,52.6,54.8,134.23,51.7,"7,372",1337,50.7,51.9,-1.2,62.8,1.46,7.5,28,69.5,48.9,8.2,50,54.2,188.01,49.4,"5,238"
2013,Utah Jazz,82,2379,72.1,73.6,-1.5,62,1.72,13.1,29,70.2,49.2,10,49.5,53.2,133.12,49,"6,597",1597,63.1,61.3,1.8,59.5,1.32,10.5,38.7,68.9,53.6,10.6,48.6,53.5,156.32,52.9,"5,200"
2013,Boston Celtics,81,2473,65.6,66.3,-0.6,62.6,1.62,14.2,22.6,69.3,47,9.8,50.7,53.9,143.87,50.6,"7,417",1495,50.9,50.6,0.2,59.5,1.47,7.1,27.9,68.6,49,7.8,49.8,54.9,186,50.9,"5,802"
2013,Dallas Mavericks,82,2333,64.1,65.8,-1.7,60.7,1.66,12.6,25,70.1,48.1,9.2,50.8,54.5,154.13,49.1,"7,489",1663,56.2,55,1.3,58.7,1.67,9.1,27,69.4,48.8,7.3,50.2,54.2,179.28,51.9,"6,216"
2013,Milwaukee Bucks,82,2458,66.5,68.3,-1.8,59.3,1.64,13.3,30.3,67.7,48.3,9.3,47.8,50.5,147.91,47.7,"7,579",1508,53.8,53.8,0,61,1.59,7.6,33.6,68,50.4,7.9,47.4,52.1,181.23,50.8,"5,702"
2013,Philadelphia 76ers,82,2656,69.6,71.6,-2,60.8,1.79,14.7,28,70,48.6,9.6,48.7,50.8,134.09,47.8,"7,424",1295,46.3,48.9,-2.6,61.4,1.65,6.5,31.4,68.6,49.4,6.7,46.9,51.2,197.59,46.5,"5,340"
2013,Toronto Raptors,82,2523,70.3,71.2,-0.9,59.8,1.56,12.6,29.1,69.9,49.4,10.2,49.3,53.8,136.8,48.7,"7,179",1473,53.3,53.9,-0.7,58.3,1.6,8.5,30.5,67.1,48.2,7.1,48,52.1,178.87,47.9,"5,489"
2013,Portland Trail Blazers,82,2882,78.4,80.2,-1.9,59.8,1.53,14.2,29.5,70.1,49.6,11.6,50.6,55.3,124.96,47.6,"7,504",1089,43.2,45.9,-2.7,57.7,1.37,6.4,29,70.2,49,6.8,47.8,47.4,215.14,44.5,"4,890"
2013,Minnesota Timberwolves,82,2475,69.9,71.4,-1.5,63.5,1.53,12.7,31.6,71.4,50.7,10.8,47.1,52.5,137.43,49.7,"7,079",1471,56.2,57.6,-1.4,60.5,1.47,9.7,30.5,68.2,48.8,8.7,47.5,50.2,168.72,48.8,"5,164"
2013,Detroit Pistons,82,2483,69,72.4,-3.4,60.2,1.38,12.1,32.1,69.9,50.6,11.6,48.2,51.9,134,46.6,"6,936",1478,58,60.1,-2.1,55.7,1.44,9.6,33,68.9,50.5,8.5,49.6,52.5,167.33,46.7,"5,161"
2013,Washington Wizards,82,2371,64.7,66.8,-2.1,61.5,1.47,13,27.3,71.4,49.2,10.4,47.5,50.8,143.27,47.8,"7,070",1600,54.6,55.2,-0.5,60.2,1.38,8.3,28.7,69.4,49.1,9,47.6,51.9,169.1,48.7,"5,616"
2013,Sacramento Kings,82,2402,72.1,75.4,-3.3,55.8,1.47,12.4,29,68.4,48.2,10.3,49.4,53.9,138.73,45.4,"6,931",1564,59.1,61.6,-2.6,54.6,1.35,8.5,33,65.8,48.9,8.9,48.7,51.9,167.81,45.4,"5,456"
2013,New Orleans Hornets,82,2419,72.5,74.8,-2.3,58.6,1.44,14,33.7,71.4,52.3,11.5,49.3,53.1,130.59,47.2,"6,570",1537,55.9,58.6,-2.8,57.6,1.45,7.4,32.5,69,50.1,8.3,48.3,52.2,165.03,44.9,"5,284"
2013,Phoenix Suns,82,2444,70.1,74.7,-4.6,62.5,1.57,13.6,30.5,68.6,48.8,11.1,48.5,52.4,137.61,46.1,"7,007",1517,54.5,58.4,-3.9,57.3,1.27,8.7,31.2,68.9,49.7,9.5,46.4,49.2,167.87,45.3,"5,304"
2013,Cleveland Cavaliers,82,2572,73,77.1,-4.1,54.1,1.42,11.3,32.9,68.9,49.8,10.5,47.2,51.7,132.43,44.4,"7,101",1374,52.6,54.5,-1.9,61.4,1.57,9.5,32,70.6,50.4,7.7,47.7,50.7,181.36,46.4,"5,190"
2013,Charlotte Bobcats,82,2449,65.3,71.1,-5.8,55.7,1.38,10.3,30.5,69.2,49.1,9.9,46.1,50.8,141.42,44.4,"7,217",1512,50,55.8,-5.8,57.2,1.37,8.5,30.6,66,47.6,7.4,45.8,50.5,187.18,42.7,"5,899"
2013,Orlando Magic,82,2641,69.9,75.5,-5.5,60.2,1.57,12.8,28.8,71.3,49.7,10.8,48.4,51.3,132.7,45.3,"7,295",1315,46.9,49.8,-2.9,61.1,1.57,9.2,30.3,69.6,50.1,7.2,48.6,51.8,203.58,46.9,"5,577"
2014,San Antonio Spurs,82,2207,66.7,62.1,4.6,62.1,1.78,12.6,25.4,73.4,50.4,9.1,52.9,56.2,155.3,55.3,"7,137",1744,61,56.1,4.9,62,1.72,11.4,27,71.3,50.3,8.4,54.7,58.3,174.89,55.8,"6,352"
2014,Oklahoma City Thunder,82,2373,73.3,69.2,4.2,56.6,1.42,13.1,29.5,72.5,52.2,10.8,52.3,57.7,145.1,54.3,"7,174",1588,61.9,58,3.9,55.6,1.44,8.3,29.4,71.7,51.1,8.6,51.5,54.4,168.14,54.4,"5,564"
2014,Los Angeles Clippers,82,2732,84.4,76.9,7.5,64.4,1.91,15.8,29.2,69.7,50.3,10.4,53.7,58.4,130.6,56.5,"7,431",1219,51.6,51.1,0.5,58.8,1.49,7.3,28.2,67.4,48.3,7.2,50.1,52.5,196.83,50.5,"4,996"
2014,Indiana Pacers,82,2688,74.6,69.6,5,57.1,1.41,13.5,29.4,72.2,52,11.2,49.8,54.4,131.03,56.4,"7,340",1268,53.4,53.7,-0.3,53.5,1.18,6.4,29.9,71.8,51.1,9,47.4,51.3,173.86,50.3,"4,594"
2014,Houston Rockets,82,2740,79.4,75.1,4.3,56,1.36,12.9,30.8,70.4,51.7,11.6,53.8,58.6,136.14,54.1,"7,772",1226,49.3,48.7,0.6,57,1.25,6.9,30.2,69.1,50.5,7.8,51.5,53.3,210.7,51.8,"5,389"
2014,Miami Heat,82,2449,71.2,66.7,4.5,60.6,1.6,14.5,23,68.8,47.4,10.2,56.6,60.4,144.78,55,"7,388",1527,56.7,55.8,0.9,55.7,1.4,7.3,26.5,68.1,48,8.4,53.5,56,172.96,52,"5,505"
2014,Portland Trail Blazers,82,2808,82.5,77.9,4.6,59.7,1.78,13.2,31.7,72.2,52.1,10.1,50.7,56.4,130.28,53.6,"7,616",1163,51,51.1,-0.2,58.5,1.51,9.1,32.7,69.1,50.9,7.3,49.5,50.3,200.39,49.2,"4,850"
2014,Golden State Warriors,82,2699,81.5,74.7,6.8,60.3,1.66,15.3,28.3,73.4,51.6,11.3,53.8,57.3,131.18,54.9,"7,372",1267,49.6,51.6,-2.1,56.2,1.27,6.8,28.6,70.3,49.2,8.1,47.3,49.6,193.95,47.5,"5,123"
2014,Memphis Grizzlies,82,2496,72.4,71.4,1.1,57.1,1.7,13.2,31.4,72.8,51.7,9.7,49,52.1,130.99,51.6,"6,820",1465,57,56.2,0.8,57.9,1.45,9,34.8,70.2,52.7,8.9,50.2,54.5,169.13,52.1,"5,164"
2014,Dallas Mavericks,82,2501,70.5,69.9,0.6,60.2,1.74,12.7,26.6,69.5,48.4,9.3,52.8,57,146.84,51.4,"7,655",1465,55,52.6,2.4,58.5,1.75,9.4,29.3,69.3,49.2,6.8,52.4,55.2,190.5,53.5,"5,818"
2014,Chicago Bulls,82,2744,71.8,70,1.8,66.8,1.62,13.6,31.9,72,52,11.1,47.2,51.6,129.92,53.1,"7,430",1242,46.6,46.2,0.3,62.1,1.32,8,32.3,69.6,51.5,7.9,46.8,52.1,194.77,52.2,"5,037"
2014,Phoenix Suns,82,2471,71.7,69.4,2.3,49.1,1.27,10.8,29.5,70.9,50.4,10.3,52.6,56.9,147.53,50.9,"7,599",1480,53.9,53.4,0.5,49.5,1.19,7.2,30.2,68.3,49.4,8.1,50.8,54.2,191.23,50.8,"5,898"
2014,Toronto Raptors,82,2652,73.6,71.2,2.4,58.5,1.54,12.3,30.5,69.9,50.2,10.2,50.6,55.2,136.78,51.5,"7,562",1339,49.7,48.4,1.3,57.2,1.41,7.5,32.6,70.4,51.1,7.1,48.4,52.4,197.21,50.4,"5,506"
2014,Brooklyn Nets,82,2330,67.2,66.9,0.3,59.2,1.5,12.5,24.7,69.6,47.6,9.7,51.6,56.1,144.71,50.6,"7,028",1646,56.5,58.5,-1.9,57.4,1.35,8.2,27.7,67.3,47.3,8.6,51.1,54.8,173.09,47.3,"5,941"
2014,Washington Wizards,82,2749,75.4,73.1,2.3,60.3,1.66,14.8,27.8,71.7,49.5,10.6,51.4,54.3,133.25,51.5,"7,633",1262,49.2,50.6,-1.4,59.5,1.44,6.8,30.5,72.3,50.5,7.7,48.8,52.4,193.22,47.6,"5,079"
2014,Charlotte Bobcats,82,2577,69.6,69.7,0,60.3,1.91,13.6,25.2,73.7,49.8,8.4,48.5,52,136.96,51.6,"7,359",1404,52.3,52.8,-0.5,58.7,1.53,7.3,29.7,71.6,50.3,7.3,47.2,52.6,183.99,49.3,"5,383"
2014,Minnesota Timberwolves,82,2663,83.1,78.7,4.5,63.1,1.85,14.3,31.4,72.5,51.2,10.2,49.9,55.8,133.13,53.5,"7,384",1308,55.5,57.8,-2.3,58.1,1.47,9,32.1,69.3,50.1,8.1,46,48,173.77,48,"4,735"
2014,Atlanta Hawks,82,2588,72.1,70.9,1.2,66.8,1.67,13.8,25.6,71.8,48.8,10.7,51.6,56.5,140.16,51.4,"7,566",1378,50.8,53.5,-2.8,66.5,1.56,10,25.5,69.8,48,8,51.2,53.3,193.45,48,"5,565"
2014,New York Knicks,82,2556,72.8,72.5,0.3,55.3,1.64,12.5,29.1,71.3,49.5,9.3,50.8,54.3,134.83,49.7,"7,187",1415,50,51.9,-1.9,52.2,1.39,6.8,29.1,69,48.6,7,50.1,53.6,192.98,47.6,"5,700"
2014,Denver Nuggets,82,2429,70.5,73.3,-2.8,58.9,1.45,12.7,30.7,70.7,50.3,10.6,50.1,54,148.86,46.8,"7,533",1522,55.2,54.6,0.5,57.5,1.34,7.9,31.5,69.8,50.8,8.6,49,52.9,185.49,50.6,"5,883"
2014,New Orleans Pelicans,82,2438,69.8,72.9,-3.1,56.9,1.58,11.9,29.3,70,49.2,9.7,49.4,54.4,141.17,47.5,"7,170",1533,55.3,55.3,0,55.3,1.49,8.8,32.3,68.4,50.5,7.6,49.6,52.5,179.49,49.8,"5,732"
2014,Cleveland Cavaliers,82,2438,70.7,73.1,-2.5,57.5,1.58,11.8,31,72.1,51,9.8,48.3,52.3,138.25,47,"7,030",1548,56.5,58.5,-2.1,56.9,1.37,9.3,32.2,69.6,50.5,8.7,47.2,50.8,169.33,46.6,"5,465"
2014,Detroit Pistons,82,2689,73.4,75.8,-2.4,54.9,1.48,11.5,34.7,70,51.4,10.6,48.7,51.8,138.29,46.7,"7,742",1267,46.1,48,-1.9,51.6,1.35,7.3,34.7,67.9,50.4,6.7,47.1,50.7,213.5,46,"5,636"
2014,Sacramento Kings,82,2522,72.8,74.3,-1.5,51.3,1.25,11.8,31.3,73.7,52.3,11.2,49,53.8,138.26,47.8,"7,251",1444,54.1,55.8,-1.8,50.8,1.22,6.4,32.2,70.4,50.9,8,47.1,51.7,182.55,46.3,"5,480"
2014,Los Angeles Lakers,82,2426,67.4,73,-5.6,66.3,1.65,14,22.5,68,45.6,10.1,50.1,53.6,151.54,45.1,"7,648",1515,55,56.1,-1,60.1,1.56,8.7,25.2,67,46.3,7.8,51.2,55,189.44,47.7,"5,971"
2014,Boston Celtics,82,2511,68.2,72.3,-4.1,56.5,1.35,11.9,30.5,72.1,50.5,10.8,47.3,51.8,139.73,45,"7,303",1435,51.9,52.9,-1,59.6,1.39,8.3,33.2,68.5,50.4,8.4,48.5,51.4,187.48,48.2,"5,607"
2014,Utah Jazz,82,2511,69.7,75.3,-5.6,58.7,1.51,12.7,27.9,71.4,49.1,10.2,49.2,52.7,137.08,44.8,"7,166",1445,52,55.3,-3.3,52.2,1.18,7.1,32.8,69.8,50.8,8.7,47.2,51.6,178.71,45.6,"5,378"
2014,Orlando Magic,82,2601,71.2,76.1,-4.9,57.9,1.45,13.3,26.5,72.3,49.2,10.8,48.9,52.9,134.21,45.7,"7,271",1390,50.7,52.3,-1.6,55.6,1.34,7.3,27.2,69.8,48.6,8,48.4,51.6,186.42,48.3,"5,400"
2014,Philadelphia 76ers,82,2628,70.1,77,-6.9,59,1.39,13,28.1,69.1,47.8,11.5,48.1,51.1,142.42,42.8,"7,774",1343,49.3,54.2,-4.9,54.7,1.13,6.9,30.9,67,48.1,8.9,46.2,50.7,196.57,42.1,"5,482"
2014,Milwaukee Bucks,82,2459,68.3,74.5,-6.2,60,1.42,12.4,30.6,69.2,49.2,11,47.6,51.5,137.23,44,"7,010",1517,56.3,59.9,-3.6,59,1.43,8.9,31.8,65.6,48.6,8.7,48.4,52.6,171.25,46.3,"5,400"
2015,Golden State Warriors,82,2408,75.5,66,9.5,66,1.98,14.8,26.5,71.6,50.1,9.5,55.6,59,149.88,58.4,"7,522",1538,56.8,55.1,1.7,65.7,1.77,10.5,28.5,68.4,49.2,8,51.2,53.7,183.12,54.3,"5,872"
2015,Atlanta Hawks,82,2551,76.1,70.7,5.4,68.3,1.89,14.8,25.7,69.5,48.5,10.3,53.9,58.4,137.91,55.1,"7,319",1395,53.1,51.7,1.4,66.3,1.67,10.3,27.6,69.9,49.2,7.8,50.5,52.3,184.37,51.8,"5,346"
2015,Houston Rockets,82,2582,70.9,68,2.9,60.1,1.32,12.3,30.6,69.1,49.8,11.5,51.7,56.8,145.87,51.1,"7,846",1379,50.5,49.6,1,60,1.35,7.6,30.5,67.8,49.2,7.9,50.3,50.6,203.83,50.7,"5,853"
2015,Los Angeles Clippers,82,2674,88.7,79.8,8.8,64.3,2.19,16.5,29,72.2,51.1,9.7,55.1,58.7,125.21,56.7,"6,974",1272,54.4,56.1,-1.7,59.4,1.64,8.4,23.6,70.3,47,7.2,49.5,51.8,177.79,47.5,"4,718"
2015,Memphis Grizzlies,82,2502,73.6,70.8,2.8,57.4,1.64,12.9,28.3,72.4,50.6,9.8,49.8,54.7,134.06,53.2,"6,985",1479,54.7,53.2,1.5,57.4,1.6,8.9,29.4,70.2,49.9,7.6,47.5,50.1,173.4,52.6,"5,336"
2015,San Antonio Spurs,82,2288,68.6,63.9,4.7,61.5,1.79,12.1,26.6,73.2,50.7,9,52.1,56.4,148.99,55.1,"7,096",1703,57.9,55.1,2.9,63.6,1.69,11.4,28.1,72.7,50.8,8.1,51.2,54.2,174.69,53.6,"6,202"
2015,Cleveland Cavaliers,82,2620,77.5,72.5,4.9,59.3,1.6,14.4,30.8,71.7,51.5,10.5,52.7,57.2,134.68,52.6,"7,349",1336,49.7,49.4,0.3,57.5,1.44,6,31.7,69.9,50.8,7.1,50.6,51.4,200.04,48.9,"5,559"
2015,Portland Trail Blazers,82,2650,75.8,72.3,3.5,56.4,1.66,12.7,28.7,72.8,51.2,9.7,51.1,54.7,136.42,52.7,"7,532",1321,52.1,51.1,1,57.1,1.52,8.6,27.2,72.8,50.4,7.4,50.2,53.6,188.54,51.1,"5,214"
2015,Chicago Bulls,82,2662,74.1,71.6,2.6,60.6,1.65,13.4,30.6,70.9,51.3,9.9,48.8,53.3,135.07,53.3,"7,495",1314,51.7,50.7,1,56.8,1.37,7,32.4,71.1,52.2,7.6,49,54.4,191.62,51.8,"5,242"
2015,Dallas Mavericks,82,2509,72,69.3,2.7,56.9,1.72,12.5,26.4,68.9,47.9,9,51.8,54.9,145.32,52.4,"7,584",1467,54.3,53,1.3,56.4,1.76,8.6,27.8,66.8,47.3,6.5,51,55.1,191.74,51.4,"5,835"
2015,Toronto Raptors,82,2405,70.6,69.4,1.3,54.3,1.58,11.5,29.6,69.4,49.6,9.1,50.8,55.4,144.36,50.2,"7,236",1566,59.9,57.4,2.5,55.3,1.66,8.8,30.8,68.1,49.1,7,50.8,55,174.48,51.2,"5,705"
2015,Washington Wizards,82,2459,75.2,71.9,3.3,64.4,1.7,15.9,27.4,73.5,51.2,11,51.1,54.4,132.92,54.6,"6,820",1532,57.1,60.4,-3.3,59.9,1.43,8.2,31,71.2,51.7,9.3,47.9,51.5,162.32,48.9,"5,174"
2015,New Orleans Pelicans,82,2541,74.8,73.3,1.5,59.2,1.71,14.2,30.9,72.3,51.6,10,50.6,54.3,133.53,51.1,"7,066",1415,53.8,54.6,-0.8,56.1,1.58,7.1,30.8,69.3,50.1,7.2,49.1,52.4,180.42,50.1,"5,327"
2015,Oklahoma City Thunder,82,2371,71.6,69.7,1.9,53.3,1.38,11.9,32.8,73.4,53.2,10.3,49.7,54.4,145.7,51.1,"7,204",1595,55.3,54.9,0.4,52,1.42,7.2,30.3,72.3,51.1,7.6,48.3,51,183.07,49.5,"6,089"
2015,Milwaukee Bucks,82,2340,66.2,65.3,0.9,62.3,1.41,12.3,29.7,69.2,49.6,11.3,49.8,53.7,147.5,51.5,"7,184",1646,55.5,55.8,-0.3,63.2,1.4,10.5,27.9,67.9,48.5,9.6,50.1,53.4,171.87,50.5,"5,889"
2015,Boston Celtics,82,2373,64.3,65.8,-1.5,62.6,1.74,12.5,28,71.9,49.6,9.1,48.6,51.9,153.66,48.3,"7,591",1603,56.2,53.8,2.3,63.5,1.83,10,30.2,69.5,49.4,7.2,49.3,52.8,183.18,52.1,"6,111"
2015,Phoenix Suns,82,2519,69.3,69.4,-0.1,52.6,1.35,12.1,27.8,70.6,49.3,10.4,50.4,53.7,145.96,50.2,"7,670",1457,52.5,53.8,-1.3,51.5,1.33,6.6,28.5,68.4,48.1,7.5,49.7,53.8,193.23,47.2,"5,864"
2015,Brooklyn Nets,82,2457,67.8,69.4,-1.5,56.9,1.66,12.3,27,70.8,49,9,50,54,144.56,48.4,"7,400",1529,50.5,52.5,-2.1,54.3,1.31,7.4,29.1,69,49.3,7.9,47.6,51,187.71,47.2,"5,980"
2015,Indiana Pacers,82,2306,66.6,68.4,-1.8,59.3,1.52,12,27.8,73.3,50.8,9.8,48.2,52.1,142.38,49.6,"6,853",1665,60.4,58.2,2.1,57.7,1.55,9.7,29.8,73.8,51.6,8.4,48.8,52.7,163.04,51.8,"5,663"
2015,Utah Jazz,82,2511,69.1,69.1,0,56.6,1.37,11.4,32.3,72.1,52.2,10.7,49.8,54,138.3,50.6,"7,238",1430,49.6,49.5,0.1,55.7,1.18,7.7,34.7,70.4,52.7,8.5,48.7,51.3,189.16,50.9,"5,642"
2015,Miami Heat,82,2485,68.1,69.6,-1.5,56.9,1.42,12,28.5,69.3,49.3,10.2,50.6,54.9,141.37,49.8,"7,323",1461,48.9,50.9,-2,55.3,1.21,7.3,28.2,67.5,48.2,8.2,48.9,51.9,186.67,48.2,"5,688"
2015,Charlotte Hornets,82,2464,67.7,69.3,-1.6,58.4,1.84,12.2,26.2,76.1,50.6,8.2,45.9,50.7,137.84,49.2,"7,080",1517,53.5,56.5,-3,54,1.49,7.9,28.3,72.2,49.6,7.2,45.2,48.1,172.86,46.6,"5,469"
2015,Detroit Pistons,82,2456,68.9,68.9,0,58.2,1.65,11.9,32.5,71.1,50.8,9.3,48.9,51.4,144.33,48.1,"7,386",1510,53.2,54.8,-1.6,58.3,1.55,8.5,30.3,71.3,49.9,7.4,47,51.5,178.6,47.3,"5,623"
2015,Denver Nuggets,82,2483,73.2,74.7,-1.4,57.9,1.6,13.1,30.7,71.6,50.3,10,48.9,53.5,140.44,46.9,"7,249",1493,54.3,56.9,-2.6,57.3,1.43,7.7,29.6,67.4,47.9,8,46.2,48.9,179,45.7,"5,550"
2015,Sacramento Kings,82,2551,72,73.1,-1.1,55.1,1.28,11.8,30.2,71.7,51.6,11.3,49.9,55,141.42,49.6,"7,517",1420,51,54.9,-4,56,1.19,7.4,33.1,71.2,52.5,8.5,47.2,52.2,192.12,46.4,"5,684"
2015,Orlando Magic,82,2642,71.9,75.9,-4,55.6,1.48,12.9,26.7,72.1,49,10.7,49.8,53.1,134.53,45.7,"7,398",1309,46.5,49.4,-2.8,53.8,1.21,7,27.2,70.7,49.1,8,48.4,50.8,199.5,45.2,"5,429"
2015,Los Angeles Lakers,82,2370,70.3,77.3,-7,57.6,1.63,12.3,28.2,72.2,49.2,9.5,47.2,50.9,137.44,43.4,"6,787",1616,63.4,65.1,-1.7,54,1.51,9.5,30.1,71.8,50.3,8.5,47.4,51.8,154.56,47.7,"5,205"
2015,Philadelphia 76ers,82,2365,61.3,67.4,-6.1,62.7,1.2,11.5,27.6,69.5,47.7,11.8,45.8,48.8,146.19,42.9,"7,195",1596,51.4,56.2,-4.8,58.2,1.09,8,31.8,67.1,48.6,9.9,46.1,50.2,182.97,42.2,"6,086"
2015,New York Knicks,82,2320,61.8,68.9,-7.1,60.8,1.48,11.7,27.8,68.9,47.9,9.8,47.1,50.6,147.33,43.4,"7,122",1651,53.2,57.5,-4.4,60.3,1.4,9.1,30.3,69.4,49.2,8.6,46.8,51,171.52,45.3,"5,900"
2015,Minnesota Timberwolves,82,2664,70.4,76.8,-6.3,59.6,1.44,12.7,31.1,68,48.8,10.9,46.7,51.7,137.47,45.2,"7,629",1297,47.2,51.3,-4.1,58.7,1.43,7.1,31.1,68.6,49.2,7.1,46.9,51.8,207.53,45.6,"5,602"
2016,Golden State Warriors,82,2473,76.8,66.9,9.9,69.4,1.99,15.6,25.2,72.9,50.9,9.9,58.1,61.6,152.41,58.7,"7,846",1503,54.8,52.9,2,65.6,1.77,9.8,29,70.5,50.4,7.5,53.2,54.4,198.09,53.1,"6,193"
2016,San Antonio Spurs,82,2318,72.1,64.2,8,60.7,1.97,12.5,26.6,75.7,52.1,8.7,52,56.2,142.76,58.2,"6,897",1623,62.6,56.8,5.8,61.7,1.76,12.7,26.6,73.1,50.9,8.4,53.5,56.5,166.3,57.4,"5,614"
2016,Cleveland Cavaliers,82,2489,75.1,69.9,5.2,58.7,1.75,13.8,29.8,74.6,52.2,9.4,53.7,56.4,141.32,53.3,"7,326",1482,54.3,52.3,2,58.6,1.54,7.6,28.9,73.6,51.4,7.6,50.3,54,182.08,51.9,"5,627"
2016,Toronto Raptors,82,2410,68.2,66.4,1.8,52.2,1.43,11.3,29.9,74.8,52.3,9,50.4,55.9,149.43,51.3,"7,514",1546,58.9,55.3,3.5,49.3,1.44,6.6,30.2,71.9,51.5,7.1,50.3,53.5,173.38,54.5,"5,605"
2016,Oklahoma City Thunder,82,2456,78,71,7,57.7,1.59,14.6,34.3,72.3,54.3,10.6,53,57.8,143.18,56.6,"7,326",1510,57.6,56.2,1.4,52.6,1.23,6.3,35.4,71.5,53.9,9.1,51.3,54,183.56,50.9,"5,778"
2016,LA Clippers,82,2334,80,73.8,6.2,62.1,2.04,15.3,23.1,71.5,48.3,9,54.3,57.8,134.62,56,"6,545",1632,58.8,59.8,-1,55.6,1.42,8.3,23.9,67.1,45.8,8.4,49.6,52.1,166.72,49,"5,670"
