Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
1.0,Detroit Pistons*,82,242.7,33.5,76.5,0.438,3.5,10.2,0.344,29.9,66.2,0.452,17.2,23.1,0.746,10.5,30.8,41.3,18.3,6.9,4.3,14.0,23.2,87.7,2002
2.0,New Jersey Nets*,82,240.9,33.6,78.8,0.427,5.2,14.5,0.359,28.4,64.3,0.442,17.7,23.7,0.749,11.4,30.0,41.4,19.6,8.5,5.2,16.6,22.9,90.1,2002
3.0,San Antonio Spurs*,82,241.8,34.9,81.7,0.427,4.3,12.7,0.339,30.6,69.0,0.443,16.3,21.2,0.768,12.5,28.3,40.9,19.0,8.1,5.1,15.0,23.4,90.4,2002
4.0,Miami Heat,82,241.8,33.1,75.7,0.437,5.0,14.0,0.353,28.1,61.7,0.456,19.5,26.0,0.751,10.6,31.5,42.2,18.1,7.6,5.3,14.3,20.4,90.6,2002
5.0,New Orleans Hornets*,82,242.7,34.8,79.5,0.438,4.1,12.2,0.338,30.7,67.3,0.457,18.0,23.5,0.766,11.1,28.9,40.0,19.9,7.9,5.2,14.6,21.4,91.8,2002
6.0,Utah Jazz*,82,241.2,33.5,77.4,0.434,5.3,15.3,0.349,28.2,62.1,0.454,19.8,26.1,0.759,12.3,25.9,38.2,19.5,8.8,5.2,15.9,23.8,92.3,2002
7.0,Seattle SuperSonics,82,242.1,35.0,78.3,0.447,5.8,16.7,0.344,29.3,61.6,0.475,16.5,22.2,0.742,11.4,30.0,41.5,20.8,6.1,5.0,14.7,20.4,92.3,2002
8.0,Houston Rockets,82,243.0,35.3,81.5,0.433,4.7,13.6,0.347,30.5,67.9,0.45,17.1,22.0,0.775,11.9,28.7,40.6,20.5,8.1,4.6,13.2,21.9,92.3,2002
9.0,Denver Nuggets,82,240.6,32.9,74.2,0.443,5.1,13.8,0.37,27.8,60.4,0.46,21.6,28.5,0.757,10.5,29.8,40.3,21.5,9.0,6.6,17.1,21.8,92.4,2002
10.0,Washington Wizards,82,241.8,35.1,79.4,0.442,5.5,15.1,0.362,29.6,64.2,0.461,16.9,21.9,0.771,11.6,29.8,41.4,21.7,7.5,4.4,14.3,22.0,92.5,2002
11.0,Portland Trail Blazers*,82,242.1,35.9,79.8,0.45,5.3,15.7,0.341,30.5,64.1,0.476,15.5,20.2,0.764,11.1,28.0,39.1,22.7,8.3,4.8,15.5,20.4,92.5,2002
12.0,Boston Celtics*,82,241.8,34.2,78.7,0.435,5.6,17.1,0.331,28.5,61.6,0.464,19.0,25.4,0.749,11.4,33.5,45.0,22.2,7.5,4.5,16.0,21.9,93.1,2002
13.0,Indiana Pacers*,82,242.7,34.9,81.6,0.428,5.0,14.6,0.34,29.9,67.0,0.447,18.6,24.3,0.767,12.3,30.0,42.2,20.7,7.6,6.3,15.3,23.5,93.3,2002
14.0,Phoenix Suns*,82,241.5,35.5,81.2,0.438,5.3,16.6,0.32,30.2,64.6,0.468,18.0,23.6,0.766,12.6,30.3,42.9,22.2,7.8,5.5,16.0,21.5,94.4,2002
15.0,Philadelphia 76ers*,82,242.1,35.1,77.6,0.452,5.5,15.6,0.354,29.5,62.0,0.476,18.9,24.8,0.76,11.1,29.3,40.3,22.1,7.8,6.4,17.1,23.0,94.5,2002
16.0,Dallas Mavericks*,82,241.2,35.7,81.5,0.438,5.8,17.1,0.34,29.9,64.5,0.463,18.0,24.8,0.727,12.7,32.7,45.5,21.7,6.7,3.9,16.0,21.3,95.2,2002
17.0,Sacramento Kings*,82,241.8,36.5,86.9,0.42,4.5,14.2,0.32,31.9,72.7,0.439,17.7,23.9,0.741,14.0,31.9,45.8,21.5,8.3,4.3,15.4,19.9,95.2,2002
18.0,Minnesota Timberwolves*,82,241.5,36.6,83.8,0.437,5.8,16.6,0.347,30.9,67.2,0.46,17.0,22.6,0.752,11.9,29.8,41.7,22.8,7.0,4.9,13.6,20.6,96.0,2002
19.0,Toronto Raptors,82,241.5,37.0,80.4,0.461,4.5,12.0,0.375,32.5,68.4,0.476,18.2,24.0,0.759,11.9,31.7,43.6,21.1,7.4,5.0,13.7,20.8,96.8,2002
20.0,New York Knicks,82,242.1,36.1,79.0,0.457,4.4,12.8,0.34,31.7,66.2,0.48,20.6,26.7,0.771,11.4,31.9,43.3,21.1,7.6,3.8,14.4,19.9,97.2,2002
21.0,Atlanta Hawks,82,242.7,36.8,84.2,0.437,5.4,15.2,0.359,31.3,69.1,0.454,18.7,24.5,0.76,13.1,29.5,42.6,21.6,9.0,5.0,13.0,20.3,97.6,2002
22.0,Los Angeles Clippers,82,240.9,37.0,82.8,0.447,5.5,15.2,0.365,31.5,67.6,0.466,18.4,23.7,0.774,12.8,30.0,42.8,22.4,8.0,5.1,14.0,22.5,97.9,2002
23.0,Los Angeles Lakers*,82,243.0,36.3,82.0,0.443,5.7,14.9,0.38,30.6,67.1,0.456,19.8,26.0,0.76,11.7,30.4,42.1,21.4,7.9,3.8,14.5,23.4,98.0,2002
24.0,Orlando Magic*,82,241.5,36.7,80.5,0.455,4.9,14.8,0.334,31.7,65.7,0.483,20.1,26.2,0.767,11.8,31.7,43.5,22.4,7.8,5.0,16.4,22.2,98.4,2002
25.0,Milwaukee Bucks*,82,242.7,37.1,81.0,0.458,5.8,15.6,0.375,31.3,65.4,0.478,19.2,25.8,0.745,12.5,31.0,43.4,23.1,6.6,4.1,14.4,20.5,99.3,2002
26.0,Chicago Bulls,82,243.0,36.5,83.1,0.439,5.3,16.3,0.323,31.2,66.9,0.467,21.9,29.2,0.749,13.6,31.4,45.0,23.8,9.4,5.0,14.7,21.9,100.1,2002
27.0,Memphis Grizzlies,82,243.0,39.3,85.5,0.46,5.3,14.5,0.363,34.1,71.0,0.48,16.8,22.2,0.759,13.7,31.2,44.9,24.3,8.7,5.2,14.8,21.7,100.7,2002
28.0,Cleveland Cavaliers,82,241.8,37.5,82.8,0.453,5.2,14.6,0.358,32.2,68.2,0.473,20.9,27.1,0.772,11.4,30.4,41.7,24.0,9.8,6.0,14.2,20.8,101.0,2002
29.0,Golden State Warriors,82,240.9,39.5,87.5,0.452,5.3,14.4,0.372,34.2,73.1,0.467,19.2,25.4,0.756,14.7,29.1,43.8,23.6,8.7,6.0,13.7,23.6,103.6,2002
,League Average,82,242.0,35.7,80.8,0.442,5.1,14.7,0.349,30.6,66.1,0.463,18.5,24.4,0.758,12.0,30.3,42.3,21.5,7.9,5.0,14.9,21.8,95.1,2002
1.0,San Antonio Spurs*,82,240.9,31.9,77.9,0.409,3.8,11.6,0.327,28.1,66.3,0.423,16.7,22.5,0.744,11.1,30.0,41.1,17.3,7.7,4.6,15.3,22.4,84.3,2003
2.0,Detroit Pistons*,82,241.2,32.1,77.8,0.413,4.3,14.4,0.302,27.8,63.4,0.438,15.7,21.1,0.744,12.0,28.7,40.6,19.0,7.9,5.0,16.0,22.9,84.3,2003
3.0,Indiana Pacers*,82,241.5,32.6,75.4,0.432,4.0,12.4,0.324,28.6,63.0,0.453,16.5,22.0,0.75,10.6,29.5,40.1,20.1,7.1,6.2,15.9,21.9,85.6,2003
4.0,New Jersey Nets*,82,240.3,32.8,76.9,0.427,5.1,14.5,0.35,27.7,62.3,0.445,17.0,22.3,0.761,10.6,30.1,40.8,19.8,8.0,4.6,16.1,21.2,87.8,2003
5.0,Houston Rockets*,82,243.0,32.1,78.1,0.412,5.6,15.0,0.372,26.6,63.1,0.421,18.2,24.7,0.737,11.1,28.7,39.7,20.6,8.7,4.4,13.5,20.7,88.0,2003
6.0,Toronto Raptors,82,243.7,33.2,77.6,0.428,3.3,10.8,0.307,29.9,66.8,0.447,18.7,25.1,0.747,12.6,32.5,45.1,18.5,7.2,4.1,14.6,19.7,88.5,2003
7.0,Minnesota Timberwolves*,82,240.9,33.4,80.8,0.414,4.8,14.4,0.334,28.6,66.4,0.431,17.4,23.1,0.753,12.2,29.3,41.5,20.7,6.7,3.6,13.5,20.2,89.1,2003
8.0,Miami Heat*,82,240.9,32.4,75.7,0.428,5.3,15.3,0.343,27.2,60.4,0.45,19.7,25.6,0.768,10.9,30.3,41.2,18.6,7.0,5.4,14.7,21.1,89.7,2003
9.0,Utah Jazz,82,241.2,31.0,71.7,0.432,5.1,14.7,0.343,25.9,57.0,0.455,22.9,29.6,0.771,10.6,26.0,36.6,18.6,8.1,6.5,15.4,24.4,89.9,2003
10.0,Philadelphia 76ers,82,242.1,33.5,77.7,0.432,5.4,16.2,0.333,28.1,61.5,0.458,18.0,24.2,0.744,12.1,29.2,41.4,21.3,8.3,5.6,15.2,21.4,90.5,2003
11.0,New Orleans Hornets*,82,241.8,34.7,78.6,0.441,5.4,15.9,0.341,29.3,62.7,0.467,17.2,22.9,0.75,11.9,30.2,42.1,21.8,7.5,5.2,15.6,21.1,91.9,2003
12.0,Portland Trail Blazers,82,243.7,36.0,80.1,0.45,5.1,14.9,0.341,30.9,65.2,0.475,14.9,19.7,0.753,12.4,28.0,40.3,23.3,8.0,4.8,13.7,18.7,92.0,2003
13.0,New York Knicks*,82,242.4,34.0,79.2,0.429,5.1,15.0,0.338,28.9,64.2,0.45,20.5,26.8,0.763,11.6,29.8,41.4,20.4,8.2,4.7,13.8,19.5,93.5,2003
14.0,Golden State Warriors,82,242.1,36.0,80.9,0.445,5.0,13.5,0.374,30.9,67.4,0.459,17.1,22.9,0.746,12.0,30.9,42.8,21.5,8.1,5.1,14.0,22.0,94.0,2003
15.0,Los Angeles Lakers*,82,242.1,35.6,81.0,0.44,5.1,15.2,0.337,30.5,65.8,0.464,18.0,24.0,0.749,11.2,31.2,42.4,20.8,7.5,3.8,15.3,24.7,94.3,2003
16.0,Memphis Grizzlies*,82,242.4,34.9,79.9,0.436,4.5,13.3,0.338,30.4,66.6,0.456,20.0,26.2,0.764,13.4,30.6,44.0,20.4,8.2,5.6,17.0,23.1,94.3,2003
17.0,Cleveland Cavaliers,82,242.1,36.0,82.4,0.437,5.3,14.2,0.371,30.8,68.3,0.451,18.2,24.3,0.749,11.8,30.2,42.0,21.7,7.7,5.3,13.1,20.2,95.5,2003
18.0,Chicago Bulls,82,241.8,35.1,80.6,0.436,5.4,15.1,0.355,29.8,65.6,0.454,20.4,27.3,0.748,12.3,32.7,45.0,23.0,8.5,5.4,15.2,20.5,96.0,2003
19.0,Denver Nuggets*,82,240.6,36.8,81.2,0.453,4.6,12.9,0.356,32.2,68.4,0.471,17.9,24.6,0.728,12.9,30.1,42.9,23.5,8.1,5.8,17.1,23.1,96.1,2003
20.0,Boston Celtics*,82,240.3,35.3,80.8,0.437,6.8,18.7,0.362,28.5,62.1,0.459,19.4,26.3,0.736,13.0,30.8,43.8,23.0,8.8,5.0,17.1,22.2,96.7,2003
21.0,Milwaukee Bucks*,82,241.2,37.0,81.9,0.452,5.6,15.8,0.352,31.4,66.1,0.475,17.4,23.6,0.739,12.0,30.7,42.7,22.8,7.5,5.0,14.2,22.9,97.0,2003
22.0,Washington Wizards,82,241.8,37.3,82.2,0.454,5.2,15.1,0.342,32.2,67.1,0.479,17.6,22.9,0.771,12.8,30.7,43.5,24.0,9.6,5.5,16.1,21.7,97.4,2003
23.0,Atlanta Hawks,82,242.7,36.2,82.2,0.44,5.9,16.4,0.358,30.3,65.8,0.461,19.2,25.3,0.76,12.8,30.3,43.1,22.0,8.9,5.1,14.0,20.7,97.5,2003
24.0,Sacramento Kings*,82,241.2,38.3,84.4,0.454,5.0,14.7,0.339,33.3,69.7,0.478,16.3,21.7,0.749,13.2,30.7,43.9,21.3,7.9,5.0,14.9,22.2,97.8,2003
25.0,Seattle SuperSonics,82,241.5,36.3,80.8,0.45,5.9,17.0,0.349,30.4,63.8,0.477,19.1,24.7,0.774,13.0,29.6,42.7,21.1,7.7,4.7,14.8,20.2,97.8,2003
26.0,Phoenix Suns,82,240.6,36.3,81.4,0.446,5.8,16.8,0.349,30.4,64.6,0.471,19.5,25.5,0.765,12.7,31.1,43.8,21.5,7.9,5.3,15.9,19.4,97.9,2003
27.0,Los Angeles Clippers,82,241.5,37.5,81.5,0.46,5.5,15.3,0.36,32.0,66.2,0.483,18.8,25.4,0.741,12.6,28.8,41.4,22.9,8.5,5.3,13.7,22.7,99.4,2003
28.0,Dallas Mavericks*,82,241.5,38.2,83.2,0.459,6.5,17.9,0.363,31.7,65.3,0.486,17.8,23.9,0.746,12.3,31.2,43.5,23.6,7.1,4.7,15.1,20.6,100.8,2003
29.0,Orlando Magic,82,241.8,38.6,83.0,0.466,6.0,15.9,0.377,32.7,67.1,0.487,17.8,24.0,0.742,13.1,31.3,44.4,24.4,7.6,5.5,13.5,20.6,101.1,2003
,League Average,82,241.7,35.0,79.8,0.439,5.2,14.9,0.347,29.8,64.9,0.46,18.2,24.2,0.752,12.1,30.1,42.2,21.3,7.9,5.1,15.0,21.4,93.4,2003
1.0,San Antonio Spurs*,82,241.5,33.1,77.5,0.426,3.9,10.7,0.367,29.1,66.8,0.436,18.3,23.8,0.768,10.9,29.3,40.2,16.9,7.2,5.1,15.1,23.1,88.4,2004
2.0,Detroit Pistons*,82,243.4,34.0,79.2,0.43,5.0,14.8,0.338,29.0,64.4,0.451,16.4,21.8,0.751,11.3,28.3,39.6,19.7,7.4,4.5,13.8,22.6,89.5,2004
3.0,Houston Rockets*,82,242.1,33.2,78.3,0.423,5.5,16.4,0.338,27.6,62.0,0.446,19.2,25.8,0.742,10.9,29.8,40.7,20.7,7.4,4.1,13.3,21.6,91.0,2004
4.0,Memphis Grizzlies*,82,240.3,32.7,75.8,0.432,5.2,14.8,0.351,27.5,61.0,0.452,20.5,26.6,0.771,12.1,29.1,41.2,19.9,7.5,5.8,15.9,22.6,91.1,2004
5.0,Indiana Pacers*,82,242.7,33.8,76.6,0.44,4.8,13.1,0.365,29.0,63.6,0.456,20.0,26.9,0.743,11.9,29.5,41.3,18.8,6.7,4.9,13.9,23.0,92.2,2004
6.0,New Jersey Nets*,82,242.7,33.0,75.2,0.439,5.9,16.1,0.368,27.1,59.1,0.459,20.9,28.1,0.744,10.7,30.5,41.2,20.3,7.3,4.9,15.6,22.9,92.9,2004
7.0,Chicago Bulls*,82,241.8,33.7,79.9,0.422,5.1,15.2,0.334,28.6,64.7,0.443,20.9,28.1,0.744,11.9,30.8,42.7,20.9,8.4,5.3,15.5,23.3,93.4,2004
8.0,Miami Heat*,82,243.7,34.9,81.8,0.427,5.4,15.5,0.348,29.6,66.3,0.446,19.8,26.0,0.76,11.2,29.2,40.5,19.8,7.5,3.2,13.2,24.6,95.0,2004
9.0,Minnesota Timberwolves,82,240.9,36.2,82.6,0.438,5.7,15.7,0.363,30.5,66.9,0.456,17.2,22.9,0.752,12.6,28.8,41.4,21.7,6.6,3.9,11.7,19.9,95.3,2004
10.0,New Orleans Hornets,82,243.0,34.7,76.8,0.452,6.0,16.4,0.367,28.7,60.4,0.475,20.0,25.9,0.775,11.5,30.3,41.9,21.2,7.7,5.5,14.2,21.1,95.5,2004
11.0,Cleveland Cavaliers,82,242.1,35.5,78.6,0.452,5.1,13.7,0.376,30.4,64.9,0.468,19.5,26.0,0.75,11.4,28.3,39.8,21.2,6.7,5.1,14.8,21.6,95.7,2004
12.0,Los Angeles Clippers,82,244.3,35.8,80.7,0.444,5.9,16.1,0.368,29.9,64.6,0.462,19.0,24.9,0.762,12.0,27.5,39.5,21.1,7.8,4.8,13.7,23.6,96.5,2004
13.0,Seattle SuperSonics*,82,240.9,35.8,77.8,0.459,5.7,16.1,0.357,30.0,61.8,0.486,19.4,25.9,0.749,11.3,26.5,37.9,20.7,6.2,4.8,13.2,23.8,96.6,2004
14.0,Dallas Mavericks*,82,240.6,35.9,81.9,0.438,5.5,16.7,0.33,30.4,65.2,0.466,19.5,25.9,0.754,13.1,30.1,43.2,20.9,7.1,4.9,15.6,23.2,96.8,2004
15.0,Portland Trail Blazers,82,240.6,37.3,83.4,0.447,5.4,15.6,0.343,31.9,67.8,0.471,17.0,22.6,0.755,14.0,28.2,42.2,23.5,8.5,5.0,13.4,20.4,96.9,2004
16.0,Utah Jazz,82,241.2,33.3,72.7,0.458,5.9,15.8,0.375,27.4,56.9,0.481,24.7,32.4,0.764,10.5,27.2,37.7,19.4,7.9,5.8,14.4,25.1,97.3,2004
17.0,Denver Nuggets*,82,240.9,36.0,80.6,0.447,5.6,16.4,0.345,30.3,64.2,0.472,19.9,26.7,0.746,11.9,29.8,41.7,21.7,7.8,5.6,16.4,23.9,97.5,2004
18.0,New York Knicks,82,242.4,36.6,78.7,0.465,5.7,15.6,0.364,30.9,63.1,0.49,20.9,27.6,0.756,11.8,29.9,41.7,20.7,7.3,4.7,14.6,21.2,99.7,2004
19.0,Philadelphia 76ers*,82,242.1,35.7,80.7,0.443,6.9,19.0,0.362,28.8,61.7,0.468,21.5,28.0,0.767,11.6,32.5,44.1,22.9,8.3,4.7,17.0,23.5,99.9,2004
20.0,Milwaukee Bucks,82,241.2,37.8,81.4,0.464,5.6,16.5,0.343,32.1,65.0,0.494,19.0,24.7,0.771,11.4,29.4,40.8,23.8,7.5,4.5,13.0,23.8,100.2,2004
21.0,Charlotte Bobcats,82,242.4,36.8,79.4,0.463,5.4,14.9,0.361,31.4,64.4,0.487,21.3,27.8,0.767,11.7,31.5,43.2,21.6,7.6,5.4,15.8,22.7,100.2,2004
22.0,Boston Celtics*,82,242.4,36.1,81.3,0.444,6.0,16.7,0.356,30.1,64.6,0.467,22.3,29.5,0.753,12.7,29.6,42.3,22.7,8.7,4.9,15.6,23.6,100.4,2004
23.0,Washington Wizards*,82,241.2,37.8,82.3,0.459,6.4,17.5,0.364,31.4,64.8,0.485,18.9,24.8,0.762,12.4,30.6,43.0,23.0,7.1,5.0,15.9,24.3,100.8,2004
24.0,Golden State Warriors,82,242.7,38.2,83.4,0.458,5.5,15.1,0.363,32.7,68.3,0.479,19.0,25.5,0.745,12.9,33.8,46.7,22.7,7.0,5.1,15.3,21.7,100.9,2004
25.0,Toronto Raptors,82,241.5,38.2,81.8,0.467,5.3,14.9,0.356,32.9,66.9,0.492,19.6,26.4,0.744,12.1,33.2,45.3,22.1,6.2,4.4,14.4,21.9,101.4,2004
26.0,Sacramento Kings*,82,242.1,38.9,84.6,0.459,5.7,16.1,0.357,33.1,68.6,0.483,18.1,24.5,0.738,13.4,30.9,44.3,21.5,7.6,4.5,14.7,21.5,101.6,2004
27.0,Los Angeles Lakers,82,241.2,38.3,84.5,0.453,6.7,18.6,0.361,31.6,65.9,0.479,18.4,23.5,0.78,12.5,29.9,42.4,24.4,7.6,5.1,11.8,22.1,101.7,2004
28.0,Orlando Magic,82,240.3,37.6,83.2,0.451,5.4,15.7,0.343,32.2,67.5,0.477,21.2,28.1,0.754,12.5,29.6,42.1,21.3,8.5,4.3,14.5,23.4,101.8,2004
29.0,Atlanta Hawks,82,242.1,37.1,77.9,0.476,5.7,15.0,0.379,31.4,62.9,0.5,22.5,29.2,0.77,11.0,30.3,41.3,22.0,8.7,5.9,14.8,21.7,102.5,2004
30.0,Phoenix Suns*,82,241.2,40.6,91.3,0.445,6.0,18.0,0.335,34.6,73.3,0.472,16.1,21.6,0.744,15.0,31.1,46.1,21.2,7.6,4.2,13.8,21.3,103.3,2004
,League Average,82,241.9,35.9,80.3,0.447,5.6,15.8,0.356,30.3,64.6,0.47,19.7,26.1,0.756,12.0,29.8,41.9,21.3,7.5,4.9,14.5,22.6,97.2,2004
1.0,Memphis Grizzlies*,82,242.1,32.8,75.3,0.436,5.0,14.9,0.334,27.8,60.4,0.461,17.9,23.7,0.754,11.3,29.3,40.6,19.6,7.3,5.6,14.8,22.8,88.5,2005
2.0,San Antonio Spurs*,82,241.5,33.9,78.3,0.433,3.7,10.8,0.339,30.3,67.5,0.449,17.2,23.3,0.74,10.8,29.5,40.3,16.3,7.3,4.2,13.9,20.8,88.8,2005
3.0,Detroit Pistons*,82,241.8,35.5,78.7,0.452,4.0,12.3,0.325,31.5,66.3,0.476,15.1,20.5,0.736,11.6,29.3,40.9,18.8,5.9,3.5,14.0,21.0,90.2,2005
4.0,Houston Rockets,82,241.8,33.0,77.0,0.429,6.6,17.9,0.369,26.4,59.1,0.447,19.0,26.0,0.731,10.7,30.2,40.9,20.1,7.1,4.5,13.3,20.9,91.7,2005
5.0,Indiana Pacers*,82,240.6,34.5,79.3,0.435,4.5,13.2,0.343,30.0,66.1,0.454,18.4,25.1,0.733,11.8,29.5,41.3,18.5,8.1,4.9,13.6,22.0,92.0,2005
6.0,New Jersey Nets*,82,241.2,33.3,75.9,0.439,5.7,16.3,0.348,27.6,59.6,0.464,20.2,27.2,0.741,9.6,31.7,41.3,20.0,7.2,4.0,14.4,23.0,92.4,2005
7.0,Dallas Mavericks*,82,242.4,34.2,77.1,0.443,4.9,13.7,0.361,29.2,63.4,0.461,19.8,26.4,0.752,11.4,26.9,38.3,17.5,6.5,4.9,14.0,23.9,93.1,2005
8.0,Minnesota Timberwolves,82,242.1,34.8,79.0,0.441,5.5,15.0,0.364,29.3,64.0,0.459,18.6,25.3,0.736,11.9,29.4,41.3,19.0,6.6,4.6,13.9,21.2,93.6,2005
9.0,Utah Jazz,82,242.4,33.3,74.1,0.449,6.0,15.8,0.378,27.3,58.3,0.469,22.4,30.1,0.746,10.6,27.3,37.9,18.4,8.1,5.6,14.2,25.7,95.0,2005
10.0,Cleveland Cavaliers*,82,241.8,36.0,79.0,0.455,5.6,15.7,0.356,30.4,63.3,0.48,17.8,24.0,0.742,9.8,29.5,39.4,20.3,6.6,4.4,13.2,22.5,95.4,2005
11.0,Los Angeles Clippers*,82,241.5,35.2,81.0,0.435,5.8,16.7,0.347,29.4,64.3,0.458,19.4,26.5,0.732,10.5,29.7,40.1,21.5,7.0,4.3,12.8,21.7,95.6,2005
12.0,New Orleans/Oklahoma City Hornets,82,241.5,35.2,76.7,0.459,6.7,18.1,0.367,28.5,58.5,0.487,18.7,24.6,0.76,10.5,30.5,41.0,19.3,6.4,5.3,14.6,23.3,95.6,2005
13.0,Miami Heat*,82,240.9,35.0,79.6,0.44,6.0,16.6,0.361,29.0,63.0,0.461,20.0,27.1,0.739,10.1,28.8,38.8,19.5,6.8,3.6,13.0,23.6,96.0,2005
14.0,Orlando Magic,82,242.7,35.0,77.2,0.454,5.6,15.7,0.357,29.4,61.5,0.478,20.4,27.9,0.732,11.1,27.3,38.4,20.0,7.5,4.7,13.4,23.2,96.0,2005
15.0,Los Angeles Lakers*,82,242.1,35.9,79.8,0.45,5.8,16.4,0.353,30.1,63.5,0.475,19.3,25.9,0.747,10.9,29.3,40.1,21.1,6.5,4.3,14.1,23.5,96.9,2005
16.0,Chicago Bulls*,82,242.7,33.8,79.5,0.426,6.1,17.4,0.351,27.7,62.0,0.447,23.4,30.1,0.777,10.7,31.0,41.7,20.1,7.5,5.1,15.0,23.0,97.2,2005
17.0,Sacramento Kings*,82,241.8,37.2,82.0,0.454,5.6,16.0,0.351,31.6,66.0,0.479,17.2,23.1,0.747,11.6,30.5,42.1,21.1,8.0,4.9,14.6,23.0,97.3,2005
18.0,Portland Trail Blazers,82,240.6,37.0,78.9,0.468,6.1,15.9,0.381,30.9,63.0,0.491,18.3,24.0,0.76,12.5,29.8,42.4,21.2,7.2,4.9,12.9,20.8,98.3,2005
19.0,Milwaukee Bucks*,82,242.1,36.2,77.8,0.466,6.0,16.9,0.354,30.3,61.0,0.497,20.4,27.3,0.747,10.1,30.2,40.3,22.5,7.4,5.0,14.4,23.6,98.8,2005
20.0,Boston Celtics,82,242.4,35.9,78.8,0.456,5.4,15.4,0.353,30.5,63.4,0.481,22.3,30.0,0.743,11.1,28.9,40.0,21.5,8.4,4.9,14.8,22.4,99.5,2005
21.0,Golden State Warriors,82,241.8,37.2,81.4,0.457,5.7,16.3,0.351,31.4,65.1,0.483,19.8,26.7,0.743,12.0,32.5,44.5,22.3,7.0,5.0,15.3,23.4,99.8,2005
22.0,Washington Wizards*,82,241.8,36.8,79.0,0.465,6.1,16.8,0.363,30.6,62.2,0.493,20.2,27.1,0.745,11.8,30.2,42.0,21.5,6.5,4.2,16.2,25.3,99.8,2005
23.0,Denver Nuggets*,82,243.0,37.4,82.5,0.454,6.5,18.0,0.358,31.0,64.4,0.481,18.8,25.5,0.736,11.8,30.1,41.9,23.9,7.1,5.3,16.1,23.3,100.1,2005
24.0,Charlotte Bobcats,82,242.7,37.4,78.2,0.478,5.6,15.7,0.356,31.8,62.5,0.509,20.5,27.8,0.737,11.5,32.5,44.0,22.9,7.0,5.4,17.9,23.5,100.9,2005
25.0,Philadelphia 76ers,82,242.7,37.8,81.7,0.463,6.1,17.3,0.351,31.7,64.4,0.493,19.6,25.7,0.762,11.9,30.9,42.8,23.0,7.7,4.7,15.5,23.1,101.3,2005
26.0,New York Knicks,82,243.0,36.2,77.5,0.467,6.9,18.2,0.378,29.3,59.3,0.494,22.8,30.2,0.753,10.8,27.8,38.6,21.3,8.2,5.3,14.1,25.4,102.0,2005
27.0,Atlanta Hawks,82,242.4,37.5,78.5,0.478,5.4,14.7,0.368,32.1,63.8,0.503,21.6,28.9,0.745,12.0,28.5,40.4,20.6,7.3,5.1,15.0,22.6,102.0,2005
28.0,Phoenix Suns*,82,243.4,39.5,87.1,0.454,6.3,17.4,0.363,33.3,69.7,0.477,17.4,23.9,0.731,12.5,33.4,45.9,18.9,7.2,3.4,14.9,19.8,102.8,2005
29.0,Toronto Raptors,82,243.4,38.6,78.6,0.491,6.2,16.6,0.373,32.4,62.0,0.522,20.7,27.6,0.748,10.2,31.0,41.1,23.6,6.3,4.4,14.2,22.4,104.0,2005
30.0,Seattle SuperSonics,82,241.8,39.0,80.4,0.485,6.6,17.6,0.375,32.4,62.8,0.516,20.9,27.5,0.76,12.2,28.2,40.5,24.1,7.3,4.9,14.6,22.2,105.6,2005
,League Average,82,242.1,35.8,79.0,0.454,5.7,16.0,0.358,30.1,63.0,0.478,19.6,26.3,0.745,11.2,29.8,41.0,20.6,7.2,4.7,14.4,22.8,97.0,2005
1.0,San Antonio Spurs*,82,241.2,34.9,78.8,0.443,4.5,13.4,0.334,30.4,65.4,0.465,15.9,21.4,0.74,10.1,29.0,39.1,17.3,7.1,4.1,14.3,21.2,90.1,2006
2.0,Detroit Pistons*,82,242.4,34.4,77.3,0.445,5.0,14.7,0.339,29.4,62.6,0.47,18.1,24.5,0.74,11.9,29.3,41.2,20.1,6.4,3.5,14.7,20.3,91.8,2006
3.0,Houston Rockets*,82,242.1,34.1,79.3,0.429,5.8,16.4,0.351,28.3,62.9,0.45,18.3,24.4,0.749,9.8,31.1,40.8,19.4,7.0,4.3,14.2,19.9,92.1,2006
4.0,Dallas Mavericks*,82,240.9,34.0,76.1,0.447,4.6,13.1,0.349,29.5,63.0,0.467,20.2,27.0,0.746,10.2,27.9,38.1,17.9,6.9,3.8,14.5,22.1,92.8,2006
5.0,Cleveland Cavaliers*,82,242.4,34.6,77.3,0.448,4.9,15.0,0.329,29.7,62.3,0.476,18.8,25.6,0.734,9.8,30.0,39.9,20.1,6.6,4.3,15.3,22.0,92.9,2006
6.0,Chicago Bulls*,82,241.2,34.1,78.2,0.435,5.9,16.9,0.349,28.2,61.3,0.459,19.7,27.1,0.73,10.9,30.0,40.9,20.4,7.5,5.3,17.4,23.2,93.8,2006
7.0,Orlando Magic*,82,241.2,33.4,75.5,0.442,5.6,15.9,0.353,27.8,59.6,0.466,21.6,28.4,0.76,10.5,27.0,37.6,19.6,8.3,4.6,15.0,23.4,94.0,2006
8.0,Miami Heat*,82,242.1,35.3,79.5,0.444,6.5,18.2,0.355,28.8,61.2,0.471,18.5,24.9,0.742,11.2,30.1,41.3,20.2,6.9,3.8,14.5,21.8,95.5,2006
